degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential, coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target
10.0,0.18867924528301885,20.0,3.0,10.0,5.422176684690384,0.22431078550665678,0.3897058823529412,26.38333333333332,0.22699992113997913,3.0,0.0,5.0,4.0,2.0,2.0,28.0,5.0,9.0,0.4,0.2169811320754717,0.028854030357800743,0.04723269998739258,18.0,5.0,-0.7608875747231576,0.0
5.0,0.09433962264150943,20.0,4.0,10.0,5.761944116355173,0.1127874059310839,0.3063583815028902,21.16666666666666,0.001168546016151241,3.0,3.0,2.0,1.0,3.0,3.0,10.0,4.0,3.0,0.5,0.22302158273381295,0.014254999614556382,0.023824683933135624,5.0,4.0,-1.2247393744038164,0.0
8.0,0.1509433962264151,19.0,3.0,9.125,4.567206476611277,0.16659671392557132,0.3680555555555556,24.916666666666654,0.1070653926786003,0.0,2.0,3.0,3.0,0.0,0.0,18.0,4.0,8.0,0.35714285714285715,0.19834710743801653,0.023389171650409383,0.035015284758571824,10.0,5.0,0.30069305347616443,0.0
5.0,0.09433962264150943,20.0,8.0,12.2,4.214261501141095,0.13316370675500022,0.3231707317073171,21.933333333333326,0.0028330683991061338,1.0,3.0,1.0,0.0,1.0,1.0,10.0,3.0,5.0,0.5,0.296969696969697,0.01421903331834361,0.02806783307446252,5.0,5.0,-0.24659061296497164,0.0
7.0,0.1320754716981132,20.0,5.0,11.142857142857142,5.667666978536392,0.17430662145059408,0.3271604938271605,22.933333333333323,0.007176505561846635,3.0,0.0,1.0,0.0,2.0,2.0,18.0,4.0,7.0,0.5238095238095238,0.27044025157232704,0.018748979734946023,0.036810729582733806,11.0,5.0,-1.0345620862644835,0.0
6.0,0.11320754716981132,20.0,5.0,12.333333333333334,5.405758246742285,0.16314922085517877,0.33125,22.599999999999987,0.003809869375907111,4.0,1.0,1.0,0.0,1.0,1.0,16.0,4.0,5.0,0.6666666666666666,0.285140562248996,0.016412143742012386,0.0344290110849417,10.0,5.0,-2.7159994197864172,0.0
5.0,0.09433962264150943,20.0,5.0,13.0,5.761944116355173,0.14006849154970397,0.33544303797468356,22.39999999999999,0.003744743403669383,3.0,0.0,0.0,2.0,2.0,2.0,12.0,5.0,2.0,0.7,0.313953488372093,0.01443365469135916,0.02951592591323627,7.0,4.0,-0.9554362190968638,0.0
5.0,0.09433962264150943,20.0,6.0,13.6,5.238320341483518,0.14817851077640656,0.31736526946107785,21.633333333333322,0.00021770682148040642,3.0,0.0,0.0,2.0,2.0,2.0,13.0,4.0,4.0,0.8,0.3485714285714286,0.013833506450061199,0.031329035263093996,8.0,5.0,-0.25996118861718,0.0
5.0,0.09433962264150943,20.0,11.0,14.8,3.867815921162743,0.16043336061071514,0.32919254658385094,22.09999999999999,0.0007256894049346878,4.0,4.0,0.0,0.0,1.0,1.0,14.0,5.0,2.0,0.9,0.37967914438502676,0.013928769650746915,0.03387701248698858,9.0,5.0,0.5562374902278024,0.0
6.0,0.11320754716981132,20.0,3.0,12.166666666666666,5.871304984602846,0.15369841915060203,0.37857142857142856,24.383333333333322,0.20879293662312529,5.0,5.0,0.0,2.0,5.0,5.0,15.0,5.0,3.0,0.6,0.23828125,0.019567938683761103,0.032311753296553516,9.0,5.0,0.8534229088112825,0.0
6.0,0.11320754716981132,19.0,5.0,10.666666666666666,4.422166387140534,0.1460864981647662,0.32919254658385094,22.433333333333323,0.0057087566521528774,4.0,4.0,0.0,5.0,1.0,5.0,15.0,4.0,5.0,0.6,0.2651162790697674,0.016455288825985667,0.030856160189164088,9.0,5.0,0.6525485513847118,0.0
5.0,0.09433962264150943,20.0,6.0,11.0,4.9396356140913875,0.1244314730044608,0.3063583815028902,21.16666666666666,0.0008010494585240594,1.0,1.0,2.0,2.0,3.0,1.0,10.0,3.0,5.0,0.5,0.2925170068027211,0.013901785618744313,0.02632582942939939,5.0,5.0,-0.7019399460321455,0.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0006973375372134548,0.1970260223048327,12.66785714285713,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.01580875654368524,6.584119025132298e-05,0.0,2.0,0.4962714773977998,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.00045237118924619903,0.167192429022082,11.092857142857136,0.001451378809869376,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.01621461563837347,1.3826449252038302e-05,0.0,2.0,-0.811771135218978,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0006973375372134548,0.1970260223048327,12.667857142857132,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.01580875654368524,6.584119025132298e-05,0.0,2.0,-0.8373901172028793,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.0033152112424901952,0.2398190045248869,15.111904761904748,0.05370101596516691,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014442770668717483,0.000613241607728931,0.0,2.0,0.2932178140144672,1.0
3.0,0.05660377358490566,12.0,2.0,5.333333333333333,4.714045207910317,0.0278837028346195,0.3063583815028902,19.59999999999999,0.17561683599419448,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.017459230161821254,0.005774639851337195,0.0,2.0,-0.9446232241507587,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.0033152112424901952,0.2398190045248869,15.111904761904748,0.05370101596516691,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014442770668717483,0.0006132416077289322,0.0,2.0,2.181859744955303,1.0
3.0,0.05660377358490566,19.0,2.0,7.666666666666667,8.013876853447538,0.04023163988115564,0.3192771084337349,20.76666666666666,0.17561683599419448,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.01723407061790469,0.008410035412104963,0.0,2.0,-0.8764439866756725,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.004623331540635342,0.24766355140186916,15.695238095238082,0.05370101596516691,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014353957196752528,0.0008931091409938305,0.0,2.0,1.4625731795742962,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0008247200381564278,0.20229007633587787,13.017857142857137,0.018867924528301886,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.01574937678320305,9.588939844629991e-05,0.0,2.0,0.712079629647248,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.00047523471505647627,0.17096774193548386,11.326190476190472,0.001451378809869376,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.016164416883629764,2.0136481378381846e-05,0.0,2.0,1.5444586175511994,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.000824720038156428,0.20229007633587787,13.017857142857135,0.018867924528301886,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.01574937678320305,9.588939844630006e-05,0.0,2.0,-0.21045989128023268,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.004623331540635342,0.24766355140186916,15.695238095238082,0.05370101596516691,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014353957196752528,0.0008931091409938312,0.0,2.0,1.4885671784885606,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.00044583875330040556,0.16459627329192547,10.970634920634918,0.001451378809869376,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.016230920969452035,1.2145244179206624e-05,0.0,2.0,0.27396926796991017,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0006663084664709359,0.19343065693430658,12.492857142857142,0.018867924528301886,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.01582827200911951,5.7835335600295456e-05,0.0,2.0,1.5402752672470696,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.002957560374458002,0.2345132743362832,14.83809523809523,0.05370101596516691,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014471733011958247,0.0005386754712617895,0.0,2.0,1.0640872273853972,1.0
3.0,0.05660377358490566,10.0,2.0,4.666666666666667,3.7712361663282534,0.024575024028075095,0.29775280898876405,19.099999999999994,0.17561683599419448,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.01753298903160239,0.005072481716963279,0.0,2.0,-1.1025945710086327,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.002957560374458002,0.2345132743362832,14.83809523809523,0.05370101596516691,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014471733011958247,0.0005386754712617877,0.0,2.0,-0.8108760981372307,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0006663084664709359,0.19343065693430658,12.492857142857142,0.018867924528301886,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.01582827200911951,5.783533560029561e-05,0.0,2.0,0.06396778259612095,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.002588477743520669,0.22746781115879827,14.572619047619039,0.03601032091598128,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.013334001166535204,0.00045383759315313827,0.0,2.0,-0.13479369699090052,1.0
3.0,0.05660377358490566,8.0,2.0,4.333333333333333,2.6246692913372702,0.02078457807052843,0.2864864864864865,18.659523809523805,0.0771206257055314,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0152320070931189,0.004268005668017892,0.0,2.0,-0.32922372184047,1.0
3.0,0.05660377358490566,9.0,2.0,4.666666666666667,3.0912061651652345,0.0251221155385353,0.28804347826086957,18.82619047619047,0.0787050475729721,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.015184232085638958,0.005179140706885493,0.0,2.0,0.5316220846782147,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.0030179854069565908,0.22844827586206898,14.655952380952373,0.03655861957748752,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.013318480790273242,0.0005504694896110898,0.0,2.0,-0.5794950993295543,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.000694071319240558,0.18928571428571428,12.36230158730159,0.0033825189485566834,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.014678664565426304,6.35019604196052e-05,0.0,2.0,-0.14072834882457003,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0006516104855929004,0.18861209964412812,12.31230158730159,0.00310836961780358,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014683266823406541,5.4319864633688986e-05,0.0,2.0,0.38178360652335974,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.0021704018429898864,0.23043478260869565,14.504761904761898,0.05370101596516691,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014661603614254478,0.00036850633012640467,0.0,2.0,-0.6977048002621069,1.0
3.0,0.05660377358490566,6.0,2.0,3.3333333333333335,1.8856180831641267,0.017046391600548105,0.29120879120879123,18.433333333333326,0.17561683599419448,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.018014758539758167,0.003470070054931101,0.0,2.0,-0.8294641540782047,1.0
2.0,0.03773584905660377,3.0,2.0,2.5,0.5,0.0021704018429898864,0.23043478260869565,14.504761904761898,0.05370101596516691,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.014661603614254478,0.00036850633012640836,0.0,2.0,-1.5450568103039837,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0005895523441078622,0.1906474820143885,12.292857142857146,0.018867924528301886,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.015955355692873395,3.9564985618839585e-05,0.0,2.0,-0.977820320449756,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0004327738814088185,0.16257668711656442,10.83730158730159,0.001451378809869376,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.016338168888353943,8.308526375787505e-06,0.0,2.0,-1.7957029542047622,1.0
2.0,0.03773584905660377,2.0,2.0,2.0,0.0,0.0005895523441078622,0.1906474820143885,12.292857142857146,0.018867924528301886,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.015955355692873395,3.956498561883897e-05,0.0,2.0,-1.1301211887577673,1.0


