degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential, coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target
3.0,0.0025231286795626574,206.0,6.0,119.33333333333333,83.79870059984357,0.0018660441106832391,0.3358968875672045,421.68333333332873,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.17529215358931552,0.00021493955397435834,0.00012165991217499687,3.0,3.0,0.7864583128096381,1.0
2.0,0.001682085786375105,149.0,3.0,76.0,73.0,0.0005598742748834369,0.29437025341133877,374.43571428571255,1.1233130339446366e-05,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.013513513513513514,0.00024586821238384537,3.3999710743473974e-05,0.0,2.0,0.06380105508413123,3.0
14.0,0.011774600504625735,208.0,14.0,114.42857142857143,59.02991285987891,0.009577378309522065,0.35412697351912775,452.766666666662,2.2027267193013287e-05,1.0,0.0,0.0,2.0,0.0,0.0,65.0,7.0,13.0,0.5604395604395604,0.28091288894431626,0.0004491269530164534,0.0006250525518159285,51.0,14.0,0.7216826521294801,1.0
230.0,0.19343986543313707,238.0,1.0,43.78695652173913,60.14679726445975,0.05181425209838721,0.49916037898828863,670.9166666666675,0.26900479824204854,1.0,16.0,18.0,11.0,4.0,2.0,2385.0,35.0,516.0,0.08183026390734764,0.06149187887185291,0.012710794097580566,0.002959670800149567,2155.0,46.0,1.1124144974043035,0.0
25.0,0.021026072329688814,224.0,4.0,101.84,60.764910927277754,0.015464481947426363,0.3623852275809423,467.766666666662,0.0004636508729563124,1.0,5.0,0.0,2.0,0.0,0.0,188.0,12.0,44.0,0.5433333333333333,0.26222837486366307,0.0007358592958145094,0.001006219083277356,163.0,22.0,-0.4354320481339092,2.0
54.0,0.045416316232127836,238.0,4.0,97.46296296296296,67.11756213373968,0.032561523585406316,0.38469493703136515,507.76666666666256,0.0009640603176690026,5.0,0.0,2.0,6.0,0.0,0.0,636.0,24.0,138.0,0.40670859538784065,0.24869640261627907,0.0014757280109304505,0.0021281803081466383,582.0,35.0,0.42009241834339933,2.0
53.0,0.044575273338940284,230.0,1.0,30.62264150943396,35.15691317459234,0.004136428299520416,0.34694872405590216,457.01666666666296,0.0033466728572556764,4.0,11.0,11.0,7.0,6.0,3.0,469.0,15.0,110.0,0.3018867924528302,0.15027544091899048,0.0029144922338831983,6.208893219685953e-05,416.0,15.0,-0.41266026618681534,1.0
1.0,0.0008410428931875525,45.0,45.0,45.0,0.0,0.000171832324879729,0.26557532194429745,332.59523809523637,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00016394231583789708,1.0108480205017937e-05,0.0,1.0,-1.2522091365965198,3.0
4.0,0.00336417157275021,193.0,12.0,105.0,70.44501401802685,0.0017151490815170965,0.3277861384086292,416.76666666666347,3.652839921500124e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,0.5,0.18624641833810887,0.0002863443793487553,0.00010566501764638858,3.0,4.0,0.3321230763688275,3.0
8.0,0.00672834314550042,53.0,8.0,23.25,17.704166176355216,0.00035166110963840856,0.2817975320177263,356.46666666666516,8.06119312311816e-05,6.0,0.0,1.0,5.0,4.0,2.0,29.0,7.0,3.0,0.75,0.176930596285435,0.0006787719228452306,4.948646007696314e-06,21.0,7.0,-0.6398181972624762,2.0
17.0,0.014297729184188392,230.0,7.0,48.1764705882353,55.89194964037375,0.0019817180913749223,0.33917675378698764,432.01666666666296,3.328636548085433e-05,7.0,7.0,0.0,1.0,1.0,1.0,106.0,11.0,9.0,0.6544117647058824,0.18316970546984573,0.0009903247706963385,4.3623211027822386e-05,89.0,13.0,-0.9353341777851323,2.0
17.0,0.014297729184188392,238.0,4.0,106.11764705882354,73.49020130997951,0.01029333615624119,0.361276676869468,464.516666666662,8.461481615267913e-05,2.0,2.0,1.0,0.0,0.0,2.0,80.0,8.0,15.0,0.4632352941176471,0.22481820919925993,0.0005440966757655835,0.0006718276758217972,63.0,15.0,-1.050715873714819,2.0
7.0,0.0058873002523128675,196.0,1.0,99.85714285714286,70.6872964368494,0.004152726427670637,0.335705928563471,425.549999999996,0.0016776185812107283,1.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,4.0,0.47619047619047616,0.2430806257521059,0.000421939392543793,0.00027346300372142485,10.0,6.0,0.5079845729304767,1.0
2.0,0.001682085786375105,230.0,27.0,128.5,101.5,0.0007082665952325031,0.3330551203289033,416.43333333332987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.09523809523809523,0.00023227720006959904,2.962890920599701e-05,1.0,2.0,0.1687054996588494,3.0
6.0,0.005046257359125315,193.0,55.0,130.83333333333334,50.52529619463458,0.004653573399478162,0.34034969933322506,433.7499999999962,2.1740367071096846e-07,0.0,1.0,0.0,0.0,0.0,0.0,18.0,6.0,2.0,0.8,0.3375950241879751,0.00027230764735595395,0.00030149585037376347,12.0,6.0,-0.1781323247058312,1.0
1.0,0.0008410428931875525,12.0,12.0,12.0,0.0,5.536480236799796e-05,0.25273131964183415,311.9619047619035,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00017151450462641997,3.2994216622223814e-06,0.0,1.0,-1.3851939028308584,3.0
2.0,0.001682085786375105,167.0,40.0,103.5,63.5,0.0013135558788940993,0.32136420590103154,402.1833333333294,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.18023255813953487,0.00017193570499425111,8.547048140252003e-05,1.0,2.0,-0.2583489081818531,2.0
4.0,0.00336417157275021,208.0,90.0,139.75,51.44110710317187,0.0032331335415913785,0.34920563473870225,436.1833333333287,3.2602557487459687e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.6666666666666666,0.3224261771747805,0.00022657363752792475,0.0002092377037780397,4.0,4.0,-0.0363246030230326,3.0
2.0,0.001682085786375105,53.0,3.0,28.0,25.0,9.681210204591497e-05,0.2726254516819693,339.59999999999866,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0196078431372549,0.00035351310640638047,1.5408542401413363e-06,1.0,2.0,-0.08661983888670514,2.0
16.0,0.01345668629100084,185.0,14.0,103.8125,59.84795187598319,0.00992623150195107,0.35637098874058265,459.59999999999604,5.032042104095099e-05,1.0,5.0,0.0,1.0,1.0,1.0,70.0,9.0,10.0,0.45,0.243080503972069,0.0005265281348276778,0.0006465450241001871,54.0,15.0,0.7939150135887657,2.0
1.0,0.0008410428931875525,155.0,155.0,155.0,0.0,0.0009699522708131065,0.31645591015173924,395.4333333333297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014910557885300274,6.451680679649268e-05,0.0,1.0,0.3782335397171082,1.0
1.0,0.0008410428931875525,163.0,163.0,163.0,0.0,0.0009797799810460147,0.321889740170698,400.81666666666285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014967375482060683,6.38087599969662e-05,0.0,1.0,-1.272189681628695,3.0
13.0,0.010933557611438183,186.0,6.0,93.53846153846153,61.33591667657876,0.007487921655655945,0.34232274106849014,439.96666666666255,3.505741692387363e-05,4.0,3.0,0.0,0.0,2.0,0.0,42.0,6.0,12.0,0.3717948717948718,0.22773460848774657,0.00044941289688862863,0.0004911509084273221,29.0,12.0,0.6993931483391105,2.0
4.0,0.00336417157275021,177.0,17.0,79.75,59.31852577399408,0.002052587480073098,0.324365135041552,408.33333333332934,1.5071342754214758e-06,0.0,0.0,0.0,1.0,1.0,0.0,7.0,4.0,2.0,0.5,0.17669172932330826,0.00022922635628657112,0.0001329183743217812,3.0,4.0,0.08420141102089966,1.0
6.0,0.005046257359125315,159.0,27.0,120.0,44.01136216933077,0.004791893842880458,0.33183856608212725,419.2833333333293,1.074798033820905e-06,1.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,2.0,0.7333333333333333,0.4243275792854275,0.00025694619969475344,0.00031711979548949804,11.0,6.0,0.17969419907404743,3.0
6.0,0.005046257359125315,193.0,9.0,87.0,63.91921985339516,0.002356025663723944,0.3330551203289033,424.0333333333297,4.072680468983523e-05,1.0,0.0,0.0,0.0,1.0,0.0,13.0,4.0,4.0,0.4666666666666667,0.15533543448896894,0.0003555066743940997,0.00014687192381236997,7.0,6.0,-0.5809444106832824,2.0
102.0,0.08578637510513036,238.0,7.0,122.02941176470588,53.865019367105816,0.07932158574854775,0.4195429686274568,557.5166666666646,0.0010367832368820675,57.0,56.0,6.0,41.0,0.0,46.0,3465.0,56.0,942.0,0.6528829353523588,0.35902707382425303,0.0024455048932639683,0.005215476826840509,3363.0,64.0,0.0524012476239771,0.0
1.0,0.0008410428931875525,127.0,127.0,127.0,0.0,0.0006345282476464595,0.28925139766992186,366.89523809523615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00015133901962110138,4.029324512814771e-05,0.0,1.0,0.6350364334038338,3.0
1.0,0.0008410428931875525,169.0,169.0,169.0,0.0,0.0010377695755880189,0.30723555064679786,387.39999999999736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014732327826994087,6.939188965738787e-05,0.0,1.0,-0.22638315984383522,3.0
10.0,0.008410428931875526,238.0,4.0,103.2,87.7892931968358,0.0056416550487954535,0.3479709654349708,443.2666666666619,0.00014149376218947486,1.0,3.0,0.0,0.0,0.0,0.0,35.0,6.0,7.0,0.5555555555555556,0.20400105290866016,0.0004199123528876199,0.00036454136488943206,25.0,9.0,-0.510676304943785,0.0
14.0,0.011774600504625735,208.0,14.0,102.0,60.778285596090974,0.009053762791646998,0.34583117326099294,441.26666666666205,9.425879530398364e-06,0.0,2.0,1.0,1.0,1.0,1.0,68.0,9.0,8.0,0.5934065934065934,0.29566080544526374,0.00043524311500990566,0.000593461518105159,54.0,14.0,-0.9721514079488806,2.0
77.0,0.06476030277544155,224.0,6.0,119.41558441558442,56.29845114460819,0.058906440552552786,0.3964462761618969,530.2666666666638,0.0011780361816873515,0.0,23.0,4.0,13.0,0.0,4.0,1914.0,45.0,231.0,0.6278195488721805,0.3547418342338164,0.0019379800359807598,0.0038771573347124192,1837.0,56.0,0.9341979873322467,0.0
1.0,0.0008410428931875525,53.0,53.0,53.0,0.0,0.00039396299281483873,0.28193207368973283,349.8499999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001498467439372847,2.4976627646823535e-05,0.0,1.0,-0.0035060661498890104,3.0
1.0,0.0008410428931875525,12.0,12.0,12.0,0.0,6.525355427937136e-05,0.25746968752698735,318.6619047619035,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001688461397854643,3.4308408666115273e-06,0.0,1.0,1.9246523353837828,3.0
1.0,0.0008410428931875525,21.0,21.0,21.0,0.0,8.527522481597924e-05,0.25888063495973057,321.34523809523665,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001797007267055584,5.257171961417578e-06,0.0,1.0,-0.3771975811887219,3.0
1.0,0.0008410428931875525,149.0,149.0,149.0,0.0,0.0005420501047715786,0.2942235816358473,373.76904761904586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001623035202698621,3.321870402079366e-05,0.0,1.0,0.6035526005829921,3.0
23.0,0.019343986543313707,208.0,3.0,107.17391304347827,61.689723035254026,0.014575287817222803,0.3609454329725828,468.84999999999616,0.000328658669232265,0.0,0.0,1.0,2.0,0.0,0.0,162.0,13.0,19.0,0.549407114624506,0.2603702393585662,0.0007860272415696152,0.0009487983560187069,139.0,19.0,0.7842400266455718,0.0
1.0,0.0008410428931875525,87.0,87.0,87.0,0.0,0.0006420974157761525,0.29247485306743215,365.0333333333313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001480661905099505,4.1467920346784705e-05,0.0,1.0,-1.240215291557735,3.0
1.0,0.0008410428931875525,172.0,172.0,172.0,0.0,0.001039967076012769,0.3195382729129575,399.8499999999961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001493138461336011,6.8776194266419e-05,0.0,1.0,-0.6003542285626774,3.0
5.0,0.004205214465937763,196.0,17.0,72.4,64.05185399346377,0.002275938981577512,0.3276042875690128,411.7166666666625,0.0,1.0,1.0,0.0,1.0,1.0,2.0,15.0,6.0,1.0,1.0,0.23834652594547054,0.00025896450479002487,0.00014400435978200444,10.0,5.0,0.5578248063589281,0.0
22.0,0.018502943650126155,238.0,8.0,144.27272727272728,66.24073301786298,0.017501625882847743,0.37913754628773383,482.68333333332816,0.00015839844400467788,4.0,6.0,0.0,0.0,0.0,0.0,176.0,15.0,20.0,0.6666666666666666,0.3324434736884682,0.0006660024773785662,0.001145371903845456,154.0,19.0,0.11344602970460588,0.0
2.0,0.001682085786375105,238.0,206.0,222.0,16.0,0.0023046896121346546,0.3380118651076963,424.88333333332866,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.6236162361623616,0.00017109995006316025,0.0001505395104154653,1.0,2.0,0.9443813410780141,1.0
1.0,0.0008410428931875525,4.0,4.0,4.0,0.0,9.461460162116524e-06,0.22950125470001767,282.15238095237885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00021245576998018943,6.355366840212813e-07,0.0,1.0,0.4636321374617371,3.0
1.0,0.0008410428931875525,90.0,90.0,90.0,0.0,0.0005216011424857139,0.3069959596273176,379.8333333333303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001550889287741303,3.218368682193217e-05,0.0,1.0,-0.9004660971771596,3.0
36.0,0.030277544154751892,238.0,10.0,120.0,69.64074477870935,0.02538576907342175,0.3941967478926205,508.2999999999961,0.0014318559470741178,10.0,2.0,3.0,0.0,0.0,0.0,387.0,20.0,32.0,0.5571428571428572,0.28201427724660466,0.0010380164014595456,0.001652013590254462,351.0,28.0,1.5295838772733923,0.0
1.0,0.0008410428931875525,22.0,22.0,22.0,0.0,0.00017860795118937375,0.2638546596707531,327.0285714285705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00015494768282448587,1.1427976133515053e-05,0.0,1.0,0.8936379114726627,1.0
12.0,0.01009251471825063,212.0,12.0,126.08333333333333,66.39083562929115,0.008662302507649232,0.3629420579859529,457.01666666666154,1.9654283389633766e-05,1.0,2.0,0.0,3.0,0.0,0.0,64.0,10.0,4.0,0.7878787878787878,0.32871720116618075,0.0004377351357158576,0.0005651680726125803,52.0,11.0,0.32704323580401384,0.0
1.0,0.0008410428931875525,193.0,193.0,193.0,0.0,0.0007474553528072052,0.3166255916049037,398.83333333333036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001636931614676773,4.6540687292239924e-05,0.0,1.0,1.58132141503493,3.0
13.0,0.010933557611438183,230.0,5.0,45.53846153846154,62.95494773079383,0.0014815425780305173,0.3383992712568169,429.34999999999627,7.351929190217952e-05,4.0,1.0,2.0,7.0,0.0,0.0,58.0,7.0,12.0,0.5769230769230769,0.12926066194631977,0.0008415823992983649,4.071879922574273e-05,45.0,10.0,0.7439467328064643,1.0
2.0,0.001682085786375105,169.0,11.0,90.0,79.0,0.0010972241704131898,0.30819766614986716,389.28333333333063,2.6449356798027537e-06,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.028901734104046242,0.00021065675967199391,7.283446732489527e-05,0.0,2.0,-0.04128369665539978,2.0
1.0,0.0008410428931875525,110.0,110.0,110.0,0.0,0.000784934943384879,0.29666251109929437,371.733333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014738484305836484,5.152453426576898e-05,0.0,1.0,0.6232609180073547,3.0
10.0,0.008410428931875526,90.0,3.0,15.1,25.244603383693715,0.0005887469887975085,0.3094898995509148,387.4999999999969,0.021228863334976096,2.0,0.0,1.0,4.0,0.0,0.0,24.0,5.0,6.0,0.3111111111111111,0.055272108843537414,0.0011279041904908493,3.408524642708941e-05,14.0,4.0,1.9825632433824913,2.0
1.0,0.0008410428931875525,208.0,208.0,208.0,0.0,0.0010833066677231097,0.32418705920567964,407.2666666666628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014918720881907274,7.09111757297238e-05,0.0,1.0,-0.41282310478138834,3.0
3.0,0.0025231286795626574,90.0,5.0,38.0,37.2111094522411,0.0006243953290212249,0.3077960533453977,382.1666666666636,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.06930693069306931,0.00025138667713389435,3.7991916006380864e-05,3.0,3.0,-0.4894403282382866,3.0
2.0,0.001682085786375105,117.0,2.0,59.5,57.5,0.0008416426626791128,0.3118599040629234,387.59999999999667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.00025902174685869296,5.5442932259516385e-05,1.0,2.0,0.7816773818631271,3.0
12.0,0.01009251471825063,230.0,9.0,35.916666666666664,58.94412372936103,0.0011234720921532559,0.3345647186080144,422.43333333332987,0.00014015566280253545,8.0,9.0,0.0,9.0,0.0,0.0,68.0,10.0,5.0,0.8484848484848485,0.17784180199057098,0.000716443360724991,3.2616129908707836e-05,56.0,11.0,-0.41663784405400817,1.0
11.0,0.009251471825063078,196.0,4.0,113.54545454545455,66.5013515055605,0.006963512595960828,0.3504490969395522,447.2166666666622,0.00014845276680512456,1.0,0.0,1.0,1.0,0.0,0.0,38.0,7.0,6.0,0.4909090909090909,0.2639458572600492,0.0004637993331478113,0.00045966291177011617,27.0,9.0,0.04917483142793439,0.0
2.0,0.001682085786375105,140.0,38.0,89.0,51.0,0.0010532741619181975,0.32552741364010224,406.24999999999613,1.0407872530748033e-05,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.005714285714285714,0.00019481960198218095,6.526103754418771e-05,0.0,2.0,-0.5982873482068539,1.0
41.0,0.034482758620689655,238.0,13.0,128.8048780487805,60.152334874373636,0.032560730043586256,0.3908052470834848,504.38333333332884,0.00011965234244856302,4.0,11.0,0.0,0.0,0.0,0.0,608.0,25.0,39.0,0.6914634146341463,0.35622926289766443,0.0010571079654159393,0.0021375906869081493,567.0,36.0,-0.3846549238495396,0.0
