degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential, coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target
11.0,0.22916666666666666,17.0,5.0,8.363636363636363,3.9375286959468574,0.22855438389971028,0.37209302325581395,24.166666666666657,0.047674281114518914,1.0,3.0,2.0,3.0,0.0,0.0,29.0,5.0,10.0,0.32727272727272727,0.21316614420062696,0.03030035687169131,0.048839771575294885,18.0,5.0,0.01580009067731669,0.0
6.0,0.125,14.0,5.0,10.0,2.8284271247461903,0.1432013398682466,0.34285714285714286,21.066666666666663,0.004198693593640401,0.0,2.0,1.0,2.0,2.0,2.0,14.0,4.0,5.0,0.5333333333333333,0.25742574257425743,0.017591370384529445,0.03057862048975072,8.0,5.0,-0.37231277730342244,0.0
8.0,0.16666666666666666,17.0,4.0,9.625,4.741769184597665,0.18680463290798838,0.35294117647058826,22.233333333333324,0.011378935780531525,4.0,2.0,1.0,2.0,4.0,4.0,19.0,5.0,5.0,0.39285714285714285,0.239247311827957,0.022464325217785165,0.039938152166680896,11.0,5.0,-0.38340422656533013,0.0
5.0,0.10416666666666666,17.0,8.0,12.2,3.4292856398964493,0.1444305738626681,0.34532374100719426,20.499999999999993,0.002604694360013509,2.0,0.0,0.0,0.0,3.0,3.0,12.0,4.0,3.0,0.7,0.3815789473684211,0.01489097880119049,0.030870534298049042,7.0,5.0,-0.4467474889446615,0.0
8.0,0.16666666666666666,17.0,5.0,10.125,4.2260353760942415,0.19440939187568967,0.34532374100719426,21.899999999999988,0.0065355274679429875,2.0,0.0,0.0,1.0,5.0,3.0,21.0,5.0,6.0,0.4642857142857143,0.2597402597402597,0.022096686230940854,0.041569385362944924,13.0,5.0,-1.4558119531144211,0.0
6.0,0.125,17.0,4.0,9.666666666666666,4.268749491621899,0.13879819989763406,0.3221476510067114,20.333333333333325,0.002565726235939002,3.0,5.0,1.0,0.0,3.0,5.0,13.0,4.0,5.0,0.4666666666666667,0.24242424242424243,0.017427616263391017,0.029688257884667696,7.0,5.0,-1.0201511782020702,0.0
6.0,0.125,17.0,3.0,11.166666666666666,4.297932319409209,0.1525100245748265,0.37209302325581395,22.16666666666666,0.19156167168135246,4.0,2.0,0.0,2.0,4.0,4.0,14.0,5.0,3.0,0.5333333333333333,0.24568965517241378,0.019730448591077115,0.032562725017793746,8.0,5.0,0.6029498000923182,0.0
5.0,0.10416666666666666,17.0,9.0,12.4,2.870540018881465,0.14942231799492484,0.3404255319148936,20.399999999999995,0.0004457249802994484,1.0,3.0,0.0,0.0,0.0,0.0,13.0,4.0,4.0,0.8,0.37662337662337664,0.01475456497088657,0.031943247730380785,8.0,5.0,-0.2661404027556706,0.0
5.0,0.10416666666666666,17.0,8.0,11.6,3.006659275674582,0.1381541696941944,0.32432432432432434,19.983333333333327,0.001481954806422891,3.0,1.0,0.0,0.0,1.0,1.0,10.0,4.0,3.0,0.5,0.3466666666666667,0.014738686780905402,0.02954404968458705,5.0,5.0,0.055640859435531674,0.0
6.0,0.125,15.0,5.0,8.833333333333334,3.337497399083464,0.12294754207385478,0.35036496350364965,21.16666666666666,0.016203909122792105,4.0,1.0,3.0,2.0,1.0,1.0,10.0,3.0,5.0,0.26666666666666666,0.2074468085106383,0.017780694768549994,0.02626329252211409,4.0,5.0,0.8571255898973617,0.0
5.0,0.10416666666666666,14.0,6.0,10.2,2.85657137141714,0.12432503222915257,0.32653061224489793,19.96666666666666,0.0017419157379263764,0.0,2.0,1.0,2.0,2.0,2.0,10.0,4.0,3.0,0.5,0.3181818181818182,0.014898173360588466,0.026566367819052528,5.0,5.0,0.29025876244943377,0.0
5.0,0.10416666666666666,12.0,6.0,8.2,2.2271057451320084,0.10082830093412505,0.32432432432432434,19.766666666666662,0.005224813602473178,1.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,4.0,0.2,0.26126126126126126,0.015302436526090243,0.021535652091817264,2.0,5.0,1.1461562980710995,0.0
2.0,0.041666666666666664,4.0,4.0,4.0,0.0,0.005218718873965242,0.26373626373626374,14.89999999999999,0.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.01224881652741672,0.0010362013067873165,1.0,2.0,0.66778638043626,1.0
4.0,0.08333333333333333,4.0,2.0,3.0,1.0,0.011444627538103803,0.2874251497005988,17.19999999999999,0.0503371825180336,1.0,0.0,1.0,0.0,2.0,0.0,5.0,3.0,3.0,0.16666666666666666,0.047619047619047616,0.022240200452276593,0.002326609886450799,1.0,2.0,-0.6366288149407414,2.0
4.0,0.08333333333333333,14.0,2.0,5.5,4.9749371855331,0.03511375762570996,0.3333333333333333,19.483333333333327,0.09942132335749354,0.0,1.0,2.0,2.0,0.0,1.0,5.0,3.0,3.0,0.16666666666666666,0.0196078431372549,0.020994960459760424,0.007401492249874023,1.0,2.0,0.8840724002545326,2.0
2.0,0.041666666666666664,4.0,2.0,3.0,1.0,0.0018730941793280683,0.22641509433962265,13.140476190476182,0.0031914893617021275,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.013406067699750045,0.0003356047731286029,0.0,2.0,-0.2802093437671626,3.0
2.0,0.041666666666666664,4.0,2.0,3.0,1.0,0.004136550910688202,0.25396825396825395,14.38333333333332,0.009027615410594129,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.01322039150866485,0.0008241268372419033,0.0,2.0,-0.5019629126781058,3.0
2.0,0.041666666666666664,3.0,3.0,3.0,0.0,0.000525527285858497,0.1875,11.151190476190473,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.014757479764595313,5.132716613830685e-05,1.0,2.0,0.342175707992795,1.0
3.0,0.0625,3.0,2.0,2.3333333333333335,0.4714045207910317,0.0007705239920772267,0.18823529411764706,11.651190476190473,0.0013297872340425532,0.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,2.0,0.3333333333333333,0.2,0.021018960035291225,8.865315762331232e-05,1.0,2.0,-0.6989180778838132,2.0
3.0,0.0625,3.0,2.0,2.6666666666666665,0.4714045207910317,0.0022037802262367635,0.22748815165876776,13.664285714285706,0.05984042553191489,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.020259586925261877,0.0003932183776574885,1.0,2.0,0.187074723537329,2.0
2.0,0.041666666666666664,3.0,3.0,3.0,0.0,0.002064705066148685,0.22641509433962265,13.164285714285706,0.0199468085106383,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.01398730088149001,0.00038775119856326396,0.0,2.0,-1.1536863637089503,3.0
3.0,0.0625,6.0,2.0,3.6666666666666665,1.699673171197595,0.016896951876569068,0.2857142857142857,16.766666666666662,0.15647163120567376,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.06666666666666667,0.01754177818697643,0.003551646500751889,0.0,2.0,-0.19442264066250256,3.0
3.0,0.0625,9.0,3.0,5.0,2.8284271247461903,0.023694972904639636,0.2909090909090909,17.266666666666662,0.15602836879432624,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,2.0,0.3333333333333333,0.0,0.016906218083007445,0.004996747946524294,1.0,2.0,-0.3913625755684339,1.0
3.0,0.0625,3.0,2.0,2.6666666666666665,0.4714045207910317,0.003187507458840213,0.23076923076923078,13.914285714285706,0.04033687943262411,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.019941539869278227,0.0006042732087964472,1.0,2.0,0.36629056962903,2.0
3.0,0.0625,3.0,2.0,2.6666666666666665,0.4714045207910317,0.003187507458840213,0.23076923076923078,13.914285714285706,0.04033687943262411,2.0,1.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.019941539869278227,0.0006042732087964476,1.0,2.0,0.8080113939984258,2.0
2.0,0.041666666666666664,3.0,2.0,2.5,0.5,0.0005721123639320097,0.18972332015810275,11.301190476190477,0.0004432624113475177,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.5,0.015151254976448087,7.203817679138952e-05,0.0,2.0,0.6463691479071153,3.0
2.0,0.041666666666666664,3.0,2.0,2.5,0.5,0.0005721123639320097,0.18972332015810275,11.301190476190477,0.0004432624113475177,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.5,0.015151254976448087,7.203817679138904e-05,0.0,2.0,-1.6454516005172068,3.0
2.0,0.041666666666666664,3.0,3.0,3.0,0.0,0.0005532403067562434,0.18823529411764706,11.217857142857147,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.01469522178877133,5.6288393368324934e-05,1.0,2.0,0.23950564235488897,1.0
3.0,0.0625,3.0,2.0,2.6666666666666665,0.4714045207910317,0.0023884203531996644,0.22857142857142856,13.780952380952373,0.05984042553191489,0.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.020139941240635346,0.00043122643205348635,1.0,2.0,1.2009999127038642,2.0
3.0,0.0625,3.0,2.0,2.3333333333333335,0.4714045207910317,0.0008179591628163145,0.1889763779527559,11.717857142857147,0.0013297872340425532,1.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,2.0,0.3333333333333333,0.2,0.020918956732098926,9.722227399421253e-05,1.0,2.0,0.36459269966352553,2.0
3.0,0.0625,8.0,2.0,4.333333333333333,2.6246692913372702,0.01853253016513547,0.2874251497005988,17.016666666666662,0.15647163120567376,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.05263157894736842,0.017313001130265675,0.003894944731623258,0.0,2.0,0.3497733390679507,3.0
2.0,0.041666666666666664,3.0,3.0,3.0,0.0,0.002246114840982401,0.22748815165876776,13.280952380952373,0.0199468085106383,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.01389412682313984,0.00042523080146204513,0.0,2.0,0.9505450326061556,3.0
2.0,0.041666666666666664,4.0,3.0,3.5,0.5,0.0011845191202122765,0.2222222222222222,12.907142857142851,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.014459091681668349,0.00017280445725831745,1.0,2.0,-0.09632506229208253,1.0
3.0,0.0625,4.0,2.0,2.6666666666666665,0.9428090415820634,0.0012781993319586472,0.22325581395348837,13.407142857142851,0.020833333333333332,0.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.021170823556781133,0.00017622968489227454,1.0,2.0,0.5584558834378961,2.0
4.0,0.08333333333333333,4.0,2.0,2.75,0.82915619758885,0.007334939555647773,0.2807017543859649,16.783333333333324,0.15735815602836878,1.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,3.0,0.16666666666666666,0.05555555555555555,0.02540573980840042,0.0014460992957891965,1.0,2.0,1.113769395302726,2.0
2.0,0.041666666666666664,3.0,2.0,2.5,0.5,0.00045088914982100727,0.18461538461538463,10.990476190476196,0.0004432624113475177,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.5,0.01544624585757391,3.558207210523791e-05,0.0,2.0,0.43270361599106577,3.0
2.0,0.041666666666666664,4.0,2.0,3.0,1.0,0.0010542849238461788,0.2222222222222222,12.907142857142851,0.0199468085106383,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.015025317602686081,0.00015782319594710535,0.0,2.0,-0.7973309950988159,3.0


