degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random 
7.0,0.30434782608695654,13.0,5.0,8.428571428571429,2.920721185751553,0.15193445656751106,0.5897435897435898,15.0,0.02279896148182593,2.0,0.0,2.0,2.0,0.0,2.0,12.0,3.0,7.0,0.23809523809523808,0.23265306122448978,0.037955426176211796,0.03274942205212415,5.0,5.0,-2.686763265361144,
11.0,0.4782608695652174,16.0,3.0,8.363636363636363,3.96054925650763,0.24287075034516675,0.6571428571428571,17.0,0.07831954916353892,3.0,2.0,5.0,3.0,4.0,4.0,28.0,5.0,8.0,0.3090909090909091,0.20496894409937888,0.05668603397391647,0.052617978513060173,17.0,5.0,-0.4459992144176873,
6.0,0.2608695652173913,16.0,6.0,11.166666666666666,3.023059524536176,0.17204556746007918,0.575,14.5,0.004216073781291172,5.0,1.0,0.0,4.0,5.0,5.0,17.0,5.0,3.0,0.7333333333333333,0.2981651376146789,0.03228308271087065,0.0373900210499203,11.0,5.0,-0.16920965790601036,
6.0,0.2608695652173913,16.0,5.0,10.166666666666666,3.8042374035044424,0.15741930499275694,0.5609756097560976,14.333333333333334,0.008908965430704558,1.0,2.0,1.0,2.0,1.0,1.0,13.0,4.0,5.0,0.4666666666666667,0.27941176470588236,0.03278530881143831,0.03419406453896491,7.0,5.0,0.04080013289471662,
9.0,0.3913043478260869,13.0,5.0,8.11111111111111,2.960647243216495,0.19838946065406304,0.6216216216216216,16.0,0.03396773729254547,1.0,1.0,4.0,1.0,0.0,5.0,17.0,3.0,8.0,0.2222222222222222,0.25888324873096447,0.04684801065626575,0.0431218574228312,8.0,5.0,-1.454642318177946,
6.0,0.2608695652173913,16.0,5.0,10.166666666666666,3.4840908267278117,0.15266161450267626,0.5609756097560976,14.333333333333334,0.010026092123278823,2.0,0.0,0.0,2.0,5.0,2.0,12.0,3.0,6.0,0.4,0.2644230769230769,0.03289300887802744,0.03304598999050895,6.0,5.0,-0.683135692533626,
6.0,0.2608695652173913,16.0,6.0,11.333333333333334,3.197221015541813,0.1694277988934846,0.575,14.5,0.007398519355041094,2.0,4.0,0.0,2.0,2.0,2.0,13.0,4.0,4.0,0.4666666666666667,0.3273542600896861,0.03235524293157941,0.03669691038206677,7.0,5.0,-2.279804271764374,
6.0,0.2608695652173913,13.0,5.0,9.0,3.2145502536643185,0.1429592500534724,0.5348837209302325,14.0,0.011538844786926628,0.0,1.0,1.0,1.0,1.0,0.0,10.0,3.0,5.0,0.26666666666666666,0.30337078651685395,0.03303876750172831,0.031013661064876696,4.0,5.0,-1.420384532149279,
5.0,0.21739130434782608,16.0,6.0,10.4,3.9293765408777,0.13117929150379665,0.5348837209302325,13.666666666666668,0.003535353535353535,3.0,4.0,2.0,0.0,2.0,3.0,11.0,3.0,6.0,0.6,0.24822695035460993,0.02840227524659198,0.02838405639625926,6.0,5.0,1.241130263429058,
5.0,0.21739130434782608,13.0,7.0,10.2,2.0396078054371136,0.12993273504351352,0.5348837209302325,13.666666666666668,0.0034322029206939686,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,5.0,0.5,0.28888888888888886,0.028100219420867163,0.028165153878744586,5.0,5.0,1.000960471649739,
6.0,0.2608695652173913,13.0,5.0,9.0,3.4641016151377544,0.13685112339808497,0.575,14.5,0.012024335425869951,0.0,4.0,3.0,1.0,2.0,0.0,13.0,4.0,4.0,0.4666666666666667,0.20855614973262032,0.03341150888791282,0.029510317792338644,7.0,5.0,-0.7444749276969147,
5.0,0.21739130434782608,16.0,9.0,12.4,2.33238075793812,0.15361730778889335,0.5609756097560976,14.0,0.0022821381517033686,2.0,4.0,0.0,2.0,2.0,2.0,11.0,4.0,3.0,0.6,0.3584905660377358,0.02767493139866567,0.033291403158429836,6.0,5.0,0.8136967030529856,
5.0,0.21739130434782608,13.0,6.0,9.8,3.1874754901018454,0.12303512262994674,0.5476190476190477,13.833333333333334,0.004830917874396135,2.0,3.0,0.0,2.0,0.0,2.0,11.0,4.0,3.0,0.6,0.24242424242424243,0.02853639430453101,0.026551239659325203,6.0,5.0,0.8329679480860762,
5.0,0.21739130434782608,16.0,9.0,12.8,2.2271057451320084,0.15916448403715333,0.5609756097560976,14.0,0.001693958215697346,4.0,2.0,0.0,3.0,3.0,4.0,12.0,5.0,2.0,0.7,0.3619631901840491,0.027596908633314793,0.03450541582853015,7.0,5.0,0.00564317705885167,


16.0,0.64,13.0,3.0,7.8125,3.3018697354680726,0.34492301763405936,0.6944444444444444,20.166666666666664,0.12125887021475255,0.0,3.0,3.0,2.0,0.0,0.0,53.0,5.0,20.0,0.30833333333333335,0.20261941448382126,0.0758170544607072,0.0743070877340857,37.0,5.0,0.559317444875783,
11.0,0.44,16.0,5.0,8.909090909090908,3.6792920626996475,0.2602284962152669,0.6097560975609756,17.666666666666664,0.043846560846560856,1.0,2.0,1.0,5.0,1.0,1.0,29.0,5.0,9.0,0.32727272727272727,0.25225225225225223,0.053021362536533716,0.05605088282589179,18.0,5.0,-0.5168005399347496,
13.0,0.52,16.0,5.0,8.76923076923077,3.619473955698028,0.2978499049091975,0.6578947368421053,18.833333333333332,0.07857531901649549,1.0,1.0,1.0,6.0,1.0,1.0,39.0,5.0,11.0,0.3333333333333333,0.22362869198312235,0.06280171880841089,0.06405473779984373,26.0,5.0,1.3698324136892355,
3.0,0.12,16.0,11.0,12.666666666666666,2.357022603955158,0.0906581208364548,0.49019607843137253,13.416666666666668,0.001037037037037037,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,0.3333333333333333,0.3333333333333333,0.018198665948354956,0.019533758999843345,1.0,3.0,-0.8388971615262872,
5.0,0.2,16.0,7.0,10.8,3.4871191548325386,0.13023751348678225,0.5434782608695652,14.833333333333334,0.006759259259259259,1.0,1.0,0.0,1.0,1.0,1.0,9.0,3.0,4.0,0.4,0.26174496644295303,0.027574309277095727,0.02799063489568041,4.0,5.0,1.495627862902872,
7.0,0.28,16.0,5.0,9.428571428571429,3.6589281356759136,0.1689734042037608,0.5434782608695652,15.500000000000002,0.01487830687830688,3.0,2.0,1.0,1.0,1.0,1.0,14.0,4.0,6.0,0.3333333333333333,0.26865671641791045,0.0356697631017911,0.036412311930191336,7.0,5.0,1.0195442337582152,
13.0,0.52,16.0,5.0,9.23076923076923,3.4896296068350017,0.31131537417852806,0.6578947368421053,18.833333333333332,0.07410309679427327,2.0,4.0,5.0,4.0,2.0,2.0,43.0,5.0,15.0,0.38461538461538464,0.22522522522522523,0.06200173407008561,0.06705668647794698,30.0,5.0,-1.3068008875429116,
10.0,0.4,16.0,6.0,9.9,3.269556544854363,0.2519849966444224,0.6097560975609756,17.333333333333332,0.03750754746342981,4.0,0.0,0.0,3.0,3.0,3.0,29.0,5.0,8.0,0.4222222222222222,0.2590759075907591,0.04855958708954245,0.054336678808616146,19.0,5.0,0.9938038739070156,
11.0,0.44,13.0,3.0,8.272727272727273,3.51854590552066,0.23895554045175046,0.6097560975609756,17.666666666666664,0.05842460317460318,0.0,3.0,4.0,3.0,3.0,0.0,26.0,4.0,13.0,0.2727272727272727,0.2087912087912088,0.05413730354214938,0.05143085127768389,15.0,5.0,0.3763095986295606,
13.0,0.52,16.0,5.0,8.76923076923077,3.5334412547248775,0.29599990549982363,0.6756756756756757,19.0,0.09474828820417057,3.0,0.0,2.0,7.0,4.0,3.0,42.0,5.0,18.0,0.3717948717948718,0.20208333333333334,0.06305113517496008,0.06372050812265963,29.0,5.0,-0.2697224284891785,
7.0,0.28,13.0,5.0,8.714285714285714,2.710523708715754,0.15160215424305395,0.5813953488372093,16.0,0.03483823529411765,2.0,0.0,2.0,2.0,0.0,2.0,12.0,3.0,7.0,0.23809523809523808,0.22178988326848248,0.03717286524255679,0.03257198394402008,5.0,5.0,1.3621003572857435,
11.0,0.44,16.0,3.0,8.454545454545455,3.9164834960978214,0.24260460316341204,0.625,17.833333333333332,0.08593837535014007,3.0,2.0,2.0,5.0,4.0,4.0,28.0,5.0,8.0,0.3090909090909091,0.2018348623853211,0.054591165135522216,0.052238940706012656,17.0,5.0,-0.4619364798883612,
6.0,0.24,16.0,6.0,11.166666666666666,3.023059524536176,0.17190936141621435,0.5434782608695652,15.166666666666668,0.0035555555555555557,5.0,1.0,4.0,1.0,5.0,5.0,17.0,5.0,3.0,0.7333333333333333,0.2981651376146789,0.030707943752594325,0.03708690740813816,11.0,5.0,0.3195606062855674,
6.0,0.24,16.0,5.0,10.166666666666666,3.8042374035044424,0.15733959734525316,0.5319148936170213,15.000000000000002,0.007957671957671959,1.0,2.0,1.0,0.0,1.0,1.0,13.0,4.0,5.0,0.4666666666666667,0.27941176470588236,0.031157501110109957,0.033917652942003815,7.0,5.0,0.9070366403722643,
9.0,0.36,13.0,5.0,8.11111111111111,2.960647243216495,0.19866304230221507,0.5813953488372093,16.666666666666664,0.028646125116713352,1.0,1.0,3.0,2.0,0.0,5.0,17.0,3.0,8.0,0.2222222222222222,0.25888324873096447,0.044675129157934604,0.042780640961399066,8.0,5.0,1.0733619449884637,
6.0,0.24,16.0,5.0,10.166666666666666,3.4840908267278117,0.15202594265401184,0.5208333333333334,14.916666666666668,0.008455337690631809,2.0,0.0,0.0,0.0,5.0,2.0,12.0,3.0,6.0,0.4,0.2644230769230769,0.03120344590115781,0.032771601227201054,6.0,5.0,1.7234859732791818,
6.0,0.24,16.0,7.0,11.5,2.9297326385411577,0.16914047463500384,0.5555555555555556,15.333333333333334,0.010554232804232804,2.0,4.0,0.0,0.0,2.0,2.0,13.0,4.0,4.0,0.4666666666666667,0.3201754385964912,0.03131438252357929,0.036447578365790996,7.0,5.0,-0.1905170148423126,
7.0,0.28,13.0,1.0,7.857142857142857,4.085814184592883,0.14510066953456044,0.5319148936170213,15.333333333333334,0.0897310924369748,0.0,1.0,1.0,5.0,1.0,0.0,11.0,3.0,6.0,0.19047619047619047,0.23893805309734514,0.04095157031710112,0.031168987996408867,4.0,5.0,2.2396723457924947,
5.0,0.2,16.0,6.0,10.4,3.9293765408777,0.13061647812350421,0.5,14.250000000000002,0.0029814814814814817,3.0,4.0,2.0,1.0,2.0,3.0,11.0,3.0,6.0,0.6,0.24822695035460993,0.02692096524447041,0.02815003968795384,6.0,5.0,-0.6398177806349157,
5.0,0.2,13.0,7.0,10.2,2.0396078054371136,0.12956311942895984,0.5102040816326531,14.333333333333336,0.002894491129785247,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,5.0,0.5,0.28888888888888886,0.02668903620128777,0.027936845123650904,5.0,5.0,0.8331705191539406,
7.0,0.28,13.0,1.0,7.857142857142857,4.257046978786097,0.13835672895633622,0.5681818181818182,15.833333333333334,0.090140522875817,0.0,4.0,3.0,0.0,2.0,0.0,14.0,4.0,5.0,0.3333333333333333,0.16595744680851063,0.04139082563655364,0.029662945302390782,7.0,5.0,2.1485681692164316,
5.0,0.2,16.0,9.0,12.4,2.33238075793812,0.15318932333986263,0.5319148936170213,14.666666666666668,0.0019246031746031746,2.0,4.0,0.0,0.0,2.0,2.0,11.0,4.0,3.0,0.6,0.3584905660377358,0.026341985709834478,0.03302664245121428,6.0,5.0,0.07060305793680245,
5.0,0.2,13.0,7.0,10.2,2.7129319932501073,0.12312887038182023,0.5434782608695652,14.833333333333334,0.009814814814814814,2.0,3.0,0.0,1.0,0.0,2.0,11.0,4.0,3.0,0.6,0.22857142857142856,0.028214720574040186,0.02643393945420146,6.0,5.0,0.774958399689761,
5.0,0.2,16.0,9.0,12.8,2.2271057451320084,0.1588574933364245,0.5319148936170213,14.666666666666668,0.0014285714285714286,4.0,2.0,0.0,0.0,3.0,4.0,12.0,5.0,2.0,0.7,0.3619631901840491,0.02629902561495518,0.03423457865326336,7.0,5.0,-1.1992586924137787,
1.0,0.04,7.0,7.0,7.0,0.0,0.01595318873942469,0.352112676056338,9.666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.010741627582975585,0.003420935914576712,0.0,1.0,0.34278656849627154,
1.0,0.04,7.0,7.0,7.0,0.0,0.01531139379013749,0.36764705882352944,9.916666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.010795176285695558,0.0032556409893309533,0.0,1.0,0.2657841480670161,


2.0,0.2857142857142857,3.0,2.0,2.5,0.5,0.26122153373226903,0.4375,3.916666666666667,0.03968253968253967,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.5,0.10422571121244893,-0.04610658047954993,0.0,2.0,-0.8790522532228551,
3.0,0.42857142857142855,4.0,2.0,2.6666666666666665,0.9428090415820634,0.4051377633352862,0.5833333333333334,4.833333333333333,0.22698412698412695,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.146642711015325,0.35972928576141977,0.0,2.0,-0.8923946676743145,
2.0,0.2857142857142857,3.0,3.0,3.0,0.0,0.3024956222221909,0.5,4.166666666666666,0.06507936507936508,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.1018471551502042,-0.05358864847813639,0.0,2.0,0.6123660705299198,
2.0,0.2857142857142857,4.0,2.0,3.0,1.0,0.29272018021142,0.5,4.166666666666666,0.08253968253968254,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10335728898467493,0.2592781994367483,0.0,2.0,2.305146489790191,
4.0,0.5714285714285714,3.0,2.0,2.5,0.5,0.5218999873528285,0.7,5.5,0.47460317460317447,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,4.0,0.0,0.2,0.18970142242489785,-0.09221316095909986,0.0,2.0,-0.38908832764774987,
3.0,0.42857142857142855,4.0,2.0,2.6666666666666665,0.9428090415820634,0.4051377633352862,0.5833333333333334,4.833333333333333,0.22698412698412695,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.146642711015325,0.35972928576141977,0.0,2.0,-0.3321755114611882,
2.0,0.2857142857142857,4.0,2.0,3.0,1.0,0.29272018021142,0.5,4.166666666666666,0.08253968253968254,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10335728898467493,0.2592781994367483,0.0,2.0,0.01965492202450643,
2.0,0.2857142857142857,3.0,2.0,2.5,0.5,0.26122153373226903,0.4375,3.9166666666666665,0.03968253968253967,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.5,0.10422571121244895,-0.04610658047954993,0.0,2.0,-1.3112252645283875,


2.0,0.2857142857142857,4.0,2.0,3.0,1.0,0.29272018021142,0.5,4.166666666666667,0.08253968253968254,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10335728898467493,0.18396630685527948,0.0,2.0,1.1132474948034328,
2.0,0.2857142857142857,3.0,2.0,2.5,0.5,0.26122153373226903,0.4375,3.9166666666666665,0.03968253968253967,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.5,0.10422571121244895,0.023553199084194162,0.0,2.0,0.7727462274870415,
2.0,0.2857142857142857,4.0,2.0,3.0,1.0,0.29272018021142,0.5,4.166666666666666,0.08253968253968254,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10335728898467493,0.18396630685527948,0.0,2.0,-0.38434567964006405,
4.0,0.5714285714285714,3.0,2.0,2.5,0.5,0.5218999873528285,0.7,5.5,0.47460317460317447,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,4.0,0.0,0.2,0.1897014224248979,0.047106398168388304,0.0,2.0,-1.5978578541693456,
3.0,0.42857142857142855,4.0,2.0,2.6666666666666665,0.9428090415820634,0.4051377633352862,0.5833333333333334,4.833333333333334,0.226984126984127,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.25,0.146642711015325,0.2552396164158036,0.0,2.0,-1.9885808115364734,
2.0,0.2857142857142857,3.0,2.0,2.5,0.5,0.26122153373226903,0.4375,3.9166666666666665,0.03968253968253967,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.5,0.10422571121244895,0.02355319908419415,0.0,2.0,-0.24414339526476803,
3.0,0.42857142857142855,4.0,2.0,2.6666666666666665,0.9428090415820634,0.4051377633352862,0.5833333333333334,4.833333333333333,0.22698412698412695,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.25,0.146642711015325,0.2552396164158036,0.0,2.0,0.9638825515962259,
2.0,0.2857142857142857,3.0,3.0,3.0,0.0,0.3024956222221909,0.5,4.166666666666666,0.06507936507936508,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10184715515020422,0.027375357121057216,0.0,2.0,-0.6267553873033751,


2.0,0.2222222222222222,3.0,3.0,3.0,0.0,0.23386578621610857,0.4090909090909091,4.666666666666666,0.037037037037037035,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.0788522970261133,-0.24651121549639826,0.0,2.0,-0.6727842009550059,
1.0,0.1111111111111111,4.0,4.0,4.0,0.0,0.13846803425545426,0.375,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.04765850807785951,-0.14493857300280322,0.0,1.0,0.06725308695966586,
2.0,0.2222222222222222,4.0,3.0,3.5,0.5,0.2566677003721791,0.45,4.916666666666666,0.060185185185185175,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.25,0.07963157565857922,-0.26958753797840235,0.0,2.0,-0.7916436881650625,
4.0,0.4444444444444444,4.0,1.0,2.25,1.0897247358851685,0.39669483986907417,0.5625,6.166666666666666,0.36111111111111116,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.15384615384615385,0.15368574540021357,0.7563544978363163,0.0,2.0,1.6329422643262752,
2.0,0.2222222222222222,4.0,3.0,3.5,0.5,0.2566677003721791,0.45,4.916666666666667,0.060185185185185175,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.25,0.07963157565857922,-0.26958753797840235,0.0,2.0,0.3895456262168874,
3.0,0.3333333333333333,4.0,2.0,2.6666666666666665,0.9428090415820634,0.34017727486684796,0.5,5.5,0.1574074074074074,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.1128451072955491,0.6504742206073219,0.0,2.0,1.5958121613256664,
4.0,0.4444444444444444,4.0,3.0,3.25,0.4330127018922193,0.49043604251069767,0.6428571428571429,6.5,0.38888888888888884,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.17391304347826086,0.1434838726846925,-0.5160987534748006,0.0,2.0,-0.6843708317109748,
3.0,0.3333333333333333,4.0,2.0,2.6666666666666665,0.9428090415820634,0.34017727486684796,0.5,5.499999999999999,0.15740740740740738,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.1128451072955491,0.6504742206073217,0.0,2.0,-0.7517781427846674,
2.0,0.2222222222222222,3.0,3.0,3.0,0.0,0.23386578621610857,0.4090909090909091,4.666666666666666,0.037037037037037035,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.0788522970261133,-0.24651121549639826,0.0,2.0,0.4419395729366821,
3.0,0.3333333333333333,4.0,2.0,2.6666666666666665,0.9428090415820634,0.3321868605044642,0.5,5.5,0.1574074074074074,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.11251391387675107,0.6359318943762454,0.0,2.0,0.8258781189261023,


degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random 
4.0,0.5714285714285714,3.0,2.0,2.5,0.5,0.5218999873528285,0.7,5.5,0.47460317460317447,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,0.0,0.2,0.1897014224248979,0.2163165763221231,0.0,2.0,0.6689244019115002,
3.0,0.42857142857142855,4.0,2.0,2.6666666666666665,0.9428090415820634,0.4051377633352862,0.5833333333333334,4.833333333333334,0.22698412698412695,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.146642711015325,0.1283319828005025,0.0,2.0,0.046343071570986966,
2.0,0.2857142857142857,4.0,2.0,3.0,1.0,0.29272018021142,0.5,4.166666666666667,0.08253968253968254,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10335728898467493,0.09249645983154643,0.0,2.0,-1.1786879343007988,
2.0,0.2857142857142857,3.0,2.0,2.5,0.5,0.26122153373226903,0.4375,3.916666666666667,0.03968253968253967,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.5,0.10422571121244895,0.10815828816106154,0.0,2.0,-1.3173777945836336,
2.0,0.2857142857142857,3.0,2.0,2.5,0.5,0.26122153373226903,0.4375,3.9166666666666665,0.03968253968253967,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.5,0.10422571121244895,0.10815828816106152,0.0,2.0,0.7112983152302402,
3.0,0.42857142857142855,4.0,2.0,2.6666666666666665,0.9428090415820634,0.4051377633352862,0.5833333333333334,4.833333333333334,0.22698412698412695,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.146642711015325,0.12833198280050254,0.0,2.0,-1.6454736668144823,
2.0,0.2857142857142857,3.0,3.0,3.0,0.0,0.3024956222221909,0.5,4.166666666666666,0.06507936507936508,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10184715515020422,0.1257099620916559,0.0,2.0,-0.9539696532976496,
2.0,0.2857142857142857,4.0,2.0,3.0,1.0,0.29272018021142,0.5,4.166666666666667,0.08253968253968254,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10335728898467493,0.09249645983154645,0.0,2.0,-1.2111849709002243,


2.0,0.2857142857142857,3.0,2.0,2.5,0.5,0.26122153373226903,0.4375,3.916666666666667,0.03968253968253967,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.5,0.10422571121244893,-4.397697810540711,0.0,2.0,0.9143973270210506,
3.0,0.42857142857142855,4.0,2.0,2.6666666666666665,0.9428090415820634,0.4051377633352862,0.5833333333333334,4.833333333333333,0.22698412698412695,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.25,0.146642711015325,6.887116130853162,0.0,2.0,0.8416834814551419,
2.0,0.2857142857142857,3.0,3.0,3.0,0.0,0.3024956222221909,0.5,4.166666666666666,0.06507936507936508,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.1018471551502042,-5.1113459213628625,0.0,2.0,0.3012044650896714,
2.0,0.2857142857142857,4.0,2.0,3.0,1.0,0.29272018021142,0.5,4.166666666666666,0.08253968253968254,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.10335728898467493,4.963952450909693,0.0,2.0,1.778371592088138,
4.0,0.5714285714285714,3.0,2.0,2.5,0.5,0.5218999873528285,0.7,5.5,0.47460317460317447,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,0.2,0.18970142242489785,-8.795395621081422,0.0,2.0,-0.6481787467140565,
