degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random 
5.0,0.17857142857142855,17.0,8.0,11.4,3.1368774282716245,0.13865239516659358,0.42424242424242425,14.816666666666665,0.002979339884101789,3.0,3.0,0.0,0.0,1.0,1.0,10.0,4.0,3.0,0.5,0.3561643835616438,0.02400781018217041,0.03039545947346263,5.0,5.0,-1.285073245486546,
6.0,0.21428571428571427,14.0,5.0,8.666666666666666,3.0368111930480994,0.12404200553508371,0.49122807017543857,15.91666666666667,0.03543943930848692,4.0,2.0,2.0,2.0,1.0,1.0,10.0,3.0,5.0,0.26666666666666666,0.21311475409836064,0.029264368483626593,0.027051589314145166,4.0,5.0,0.6471194724655134,
5.0,0.17857142857142855,14.0,6.0,10.2,2.85657137141714,0.12590258040817306,0.45161290322580644,15.033333333333335,0.0035604056437389766,0.0,3.0,1.0,2.0,2.0,2.0,10.0,4.0,3.0,0.5,0.3181818181818182,0.02448947434649632,0.02748775026233084,5.0,5.0,1.0031692309874793,
5.0,0.17857142857142855,12.0,6.0,8.2,2.2271057451320084,0.10211629926605624,0.4444444444444444,14.866666666666667,0.008095916429249762,1.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,4.0,0.2,0.26126126126126126,0.02519821495960463,0.022264026577941565,2.0,5.0,-0.5675977723540885,
1.0,0.03571428571428571,14.0,14.0,14.0,0.0,0.03291984503444374,0.3835616438356164,11.866666666666669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.009069281431743391,0.007194436513022624,0.0,1.0,1.5462495880763658,
1.0,0.03571428571428571,9.0,9.0,9.0,0.0,0.02299493871340421,0.34146341463414637,10.816666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.009327044002369271,0.005022522720773914,0.0,1.0,0.5683043271225965,
2.0,0.07142857142857142,3.0,2.0,2.5,0.5,0.002521253784502903,0.28865979381443296,9.483333333333333,0.03439153439153439,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.5,0.02535535823338548,0.0004404902190530231,0.0,2.0,0.4713196744771414,
2.0,0.07142857142857142,2.0,2.0,2.0,0.0,0.0008999219712568755,0.22950819672131148,7.916666666666669,0.0013227513227513227,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.02672246433630188,9.420834451148404e-05,0.0,2.0,-1.5560960098266365,
3.0,0.10714285714285714,8.0,2.0,4.0,2.8284271247461903,0.01901982325754562,0.3888888888888889,12.5,0.1997354497354497,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.058823529411764705,0.031133104985610126,0.004024994345813487,0.0,2.0,0.5228513942153321,
2.0,0.07142857142857142,3.0,2.0,2.5,0.5,0.002521253784502903,0.28865979381443296,9.483333333333333,0.03439153439153439,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.5,0.02535535823338548,0.0004404902190530231,0.0,2.0,-0.950019287003703,


13.0,0.48148148148148145,15.0,4.0,8.846153846153847,3.206871320873205,0.31205816907510014,0.6136363636363636,19.499999999999996,0.1406693438182417,2.0,3.0,4.0,1.0,0.0,0.0,45.0,5.0,15.0,0.41025641025641024,0.2275132275132275,0.0604450116284934,0.07009839093119224,32.0,5.0,0.5383243634252277,
6.0,0.2222222222222222,15.0,5.0,10.166666666666666,3.5784850922639815,0.16427774277678028,0.46551724137931033,15.083333333333336,0.007927550032813192,1.0,1.0,1.0,0.0,1.0,1.0,12.0,4.0,4.0,0.4,0.3487179487179487,0.02932301446450873,0.03695486498755932,6.0,5.0,0.6033659437545449,
12.0,0.4444444444444444,15.0,5.0,9.083333333333334,3.5697416651006493,0.2954395328694178,0.5625,18.58333333333333,0.05651231692617207,3.0,2.0,3.0,3.0,1.0,1.0,38.0,5.0,10.0,0.3939393939393939,0.2546353522867738,0.05422133481607075,0.06642488689739519,26.0,5.0,-0.2610662945357372,
8.0,0.2962962962962963,15.0,5.0,9.5,3.774917217635375,0.20787268689970362,0.5192307692307693,16.583333333333332,0.015592953638387735,3.0,0.0,3.0,3.0,1.0,1.0,22.0,5.0,6.0,0.5,0.28,0.03790040212101244,0.046734529290654726,14.0,5.0,-0.4365567240721736,
4.0,0.14814814814814814,13.0,1.0,7.0,4.743416490252569,0.06398965683838322,0.48214285714285715,14.500000000000002,0.14788812011034236,0.0,0.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,0.16666666666666666,0.07692307692307693,0.03205702456007674,0.014216484925068974,1.0,2.0,-1.6846092319070296,
15.0,0.5555555555555556,14.0,5.0,8.533333333333333,3.0081371127142607,0.3604994030157931,0.6,20.08333333333333,0.0703013437887482,0.0,4.0,5.0,2.0,2.0,2.0,59.0,5.0,22.0,0.41904761904761906,0.24189526184538654,0.06634039073061039,0.08109221072399007,44.0,5.0,0.05371254910409032,
10.0,0.37037037037037035,15.0,4.0,8.6,3.7202150475476548,0.2431009026917254,0.5510204081632653,17.75,0.07681379990196907,1.0,1.0,1.0,0.0,3.0,3.0,29.0,5.0,8.0,0.4222222222222222,0.26666666666666666,0.048370449821383686,0.05465250537284465,19.0,5.0,-0.6440297790012854,
11.0,0.4074074074074074,15.0,5.0,9.181818181818182,3.6386356538526363,0.2814531014597079,0.5510204081632653,18.08333333333333,0.038794778054787045,4.0,0.0,2.0,4.0,4.0,4.0,36.0,5.0,10.0,0.45454545454545453,0.28012048192771083,0.04996222325755211,0.06331428559854732,25.0,5.0,-0.181210260414184,
14.0,0.5185185185185185,15.0,4.0,8.285714285714286,3.3685217493004562,0.32112248583752667,0.6428571428571429,20.166666666666664,0.25923736174523393,1.0,1.0,1.0,0.0,3.0,3.0,46.0,5.0,14.0,0.3516483516483517,0.22286821705426357,0.06572776191335651,0.07209615132478876,32.0,5.0,-0.15695431873678586,
8.0,0.2962962962962963,15.0,5.0,10.625,3.3517719194479807,0.22315247325854567,0.5192307692307693,16.583333333333332,0.0214836840905217,3.0,2.0,0.0,3.0,1.0,1.0,22.0,5.0,5.0,0.5,0.31025641025641026,0.03748787692883615,0.05018270003234967,14.0,5.0,0.7085566464686198,
6.0,0.2222222222222222,14.0,6.0,9.833333333333334,3.2871804872193366,0.15759649208478133,0.4909090909090909,15.41666666666667,0.011030493722801417,0.0,4.0,0.0,2.0,4.0,2.0,13.0,4.0,4.0,0.4666666666666667,0.28717948717948716,0.02957985314658979,0.035375875316508425,7.0,5.0,1.0827301423409887,
11.0,0.4074074074074074,15.0,5.0,7.909090909090909,3.6792920626996475,0.24489903436304805,0.5294117647058824,17.833333333333332,0.05639128411283159,2.0,0.0,4.0,4.0,0.0,0.0,29.0,5.0,10.0,0.32727272727272727,0.22920203735144312,0.05059877691655764,0.055046643550781205,18.0,5.0,0.4828028246013442,
6.0,0.2222222222222222,14.0,5.0,9.666666666666666,2.981423969999719,0.15447900837992187,0.48214285714285715,15.333333333333336,0.00864445383676153,0.0,3.0,2.0,1.0,2.0,2.0,14.0,4.0,5.0,0.5333333333333333,0.2708333333333333,0.029478820536931745,0.03469739783891184,8.0,5.0,0.17360266122991613,
7.0,0.25925925925925924,15.0,5.0,9.714285714285714,3.9175169145148825,0.1824388726571394,0.5094339622641509,16.083333333333336,0.021426800070524762,4.0,2.0,2.0,4.0,4.0,4.0,16.0,5.0,4.0,0.42857142857142855,0.27007299270072993,0.03372733666676932,0.04102043116676639,9.0,5.0,0.2361167815192885,
8.0,0.2962962962962963,15.0,5.0,9.25,3.6996621467371855,0.20153373115236606,0.4909090909090909,16.25,0.016519346433876352,1.0,1.0,1.0,0.0,3.0,3.0,21.0,5.0,6.0,0.4642857142857143,0.263768115942029,0.0376927075867634,0.04531385668836609,13.0,5.0,-0.15660842161255345,
5.0,0.18518518518518517,15.0,6.0,10.2,3.059411708155671,0.133889317531427,0.43548387096774194,14.366666666666667,0.003077027436001795,5.0,3.0,0.0,1.0,1.0,5.0,11.0,4.0,4.0,0.6,0.2835820895522388,0.025150119023868347,0.030136493461000603,6.0,5.0,0.21994024066535647,
5.0,0.18518518518518517,15.0,10.0,12.4,1.8547236990991407,0.1613487379338547,0.4909090909090909,15.083333333333336,0.002045382600938157,4.0,3.0,0.0,1.0,4.0,4.0,13.0,5.0,2.0,0.8,0.36774193548387096,0.024968852636744435,0.03629211403495724,8.0,5.0,1.706768724995338,
5.0,0.18518518518518517,15.0,8.0,11.6,2.5768197453450252,0.15562937936482832,0.47368421052631576,14.750000000000004,0.0015273820829376388,2.0,2.0,0.0,1.0,0.0,0.0,13.0,4.0,4.0,0.8,0.3900709219858156,0.025105918750242824,0.03503326529941988,8.0,5.0,-0.1590742043813362,
5.0,0.18518518518518517,15.0,7.0,10.8,2.5612496949731396,0.14437480824130866,0.4576271186440678,14.583333333333334,0.0037265203931870594,3.0,3.0,0.0,1.0,1.0,1.0,10.0,4.0,3.0,0.5,0.36764705882352944,0.025093697135811385,0.032524585436659606,5.0,5.0,0.8547001249890746,
6.0,0.2222222222222222,13.0,5.0,8.0,3.0550504633038935,0.12772584210382093,0.46551724137931033,15.083333333333336,0.01705932414996742,3.0,2.0,2.0,3.0,2.0,1.0,10.0,3.0,5.0,0.26666666666666666,0.22424242424242424,0.030060493174923646,0.028689680981826823,4.0,5.0,-1.4482198817098104,
5.0,0.18518518518518517,14.0,6.0,10.2,2.85657137141714,0.13528666081817775,0.47368421052631576,14.833333333333336,0.005597951431284765,0.0,3.0,0.0,1.0,2.0,2.0,10.0,4.0,3.0,0.5,0.3181818181818182,0.0252569791677202,0.030398752897598254,5.0,5.0,-0.4993362854671079,
5.0,0.18518518518518517,12.0,6.0,7.8,2.2271057451320084,0.10851616315247366,0.421875,14.033333333333333,0.006481481481481481,1.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,4.0,0.2,0.2815533980582524,0.02571077098026857,0.02435713065360892,2.0,5.0,0.4481083376121307,
2.0,0.07407407407407407,4.0,4.0,4.0,0.0,0.006666085726096256,0.34177215189873417,10.499999999999998,0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.021419296622424963,0.0012306017723734306,1.0,2.0,0.10951652690615053,
4.0,0.14814814814814814,4.0,2.0,3.0,1.0,0.01361813938064383,0.38571428571428573,12.33333333333333,0.07956631845520734,1.0,1.0,1.0,2.0,2.0,0.0,5.0,3.0,3.0,0.16666666666666666,0.047619047619047616,0.039018320067499224,0.002681870396757585,1.0,2.0,-1.0216905548521462,
4.0,0.14814814814814814,14.0,2.0,5.5,4.9749371855331,0.03925559745104459,0.46551724137931033,14.166666666666668,0.17322615655948992,0.0,0.0,2.0,1.0,0.0,1.0,5.0,3.0,3.0,0.16666666666666666,0.0196078431372549,0.036562717410256046,0.008484533965710086,1.0,2.0,0.19340372427925903,
2.0,0.07407407407407407,4.0,2.0,3.0,1.0,0.002777355183898408,0.2872340425531915,9.233333333333334,0.004558404558404559,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.023468255825847946,0.0004035054273690707,0.0,2.0,0.672152558363092,
2.0,0.07407407407407407,4.0,2.0,3.0,1.0,0.005303405218551716,0.32926829268292684,10.166666666666664,0.016008682675349342,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.02310210149996655,0.0009795128919754604,0.0,2.0,0.847503492811525,
1.0,0.037037037037037035,4.0,4.0,4.0,0.0,0.007274850785905501,0.32926829268292684,9.666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.012169492608913212,0.0015667381350180543,0.0,1.0,1.2302072893437297,


3.0,0.6000000000000001,3.0,1.0,2.3333333333333335,0.9428090415820634,0.4726725688559803,0.7142857142857143,4.0,0.4,0.0,2.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,0.3333333333333333,0.0,0.21421718750649105,0.20194101601103787,1.0,2.0,0.22128583561273174,
3.0,0.6000000000000001,3.0,2.0,2.6666666666666665,0.4714045207910317,0.5129317466449754,0.7142857142857143,4.0,0.25,1.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.20536930215026197,0.21922359359558488,1.0,2.0,-0.9664695780322865,
3.0,0.6000000000000001,3.0,2.0,2.6666666666666665,0.4714045207910317,0.5129317466449754,0.7142857142857143,4.0,0.25,2.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.20536930215026197,0.21922359359558485,1.0,2.0,-1.663582657167644,
2.0,0.4,3.0,2.0,2.5,0.5,0.3287832852767938,0.5555555555555556,3.3333333333333335,0.05,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.5,0.14467490604272262,0.14038820320220755,0.0,2.0,-0.3585501083239302,
2.0,0.4,3.0,2.0,2.5,0.5,0.3287832852767938,0.5555555555555556,3.3333333333333335,0.05,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.5,0.14467490604272262,0.14038820320220757,0.0,2.0,-0.04964763893709975,
1.0,0.2,3.0,3.0,3.0,0.0,0.18489400169760742,0.45454545454545453,2.666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.08569439610753937,0.07883539039337732,0.0,1.0,-0.19650109301436242,


1.0,0.2,4.0,4.0,4.0,0.0,0.21686687313199798,0.5,2.8333333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.08386089716745435,0.09221998566348827,0.0,1.0,-0.621975823709207,
2.0,0.4,4.0,3.0,3.5,0.5,0.40789762058401074,0.625,3.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.1422415786492089,0.17375659238126515,1.0,2.0,0.00036505892172105595,
3.0,0.6000000000000001,4.0,2.0,2.6666666666666665,0.9428090415820634,0.49793260401426265,0.7142857142857143,4.0,0.2,1.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.20604833691465554,0.21191954381869185,1.0,2.0,2.0394951526257903,
4.0,0.8,3.0,1.0,2.0,0.7071067811865476,0.5633058311136193,0.8333333333333334,4.5,0.55,0.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,0.16666666666666666,0.1111111111111111,0.2769942309846024,0.23968641913708494,1.0,2.0,-0.41829455632501783,
2.0,0.4,3.0,2.0,2.5,0.5,0.32334302744951327,0.5555555555555556,3.333333333333333,0.05,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.5,0.14525932389138738,0.13735122508471673,0.0,2.0,-0.5520719819895984,
2.0,0.4,4.0,2.0,3.0,1.0,0.3417414805852604,0.625,3.5,0.1,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.14559563239269122,0.14506623391475323,0.0,2.0,0.8723717154226273,


2.0,0.4,3.0,3.0,3.0,0.0,0.3998700493560004,0.5555555555555556,3.3333333333333335,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.14090543612521264,0.17096563370919385,1.0,2.0,0.4708515363310948,
3.0,0.6000000000000001,3.0,2.0,2.6666666666666665,0.4714045207910317,0.5158218084427008,0.7142857142857143,4.0,0.30000000000000004,0.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,0.3333333333333333,0.14285714285714285,0.20466940005781722,0.22004945115289273,1.0,2.0,1.5822580256849803,
3.0,0.6000000000000001,3.0,2.0,2.3333333333333335,0.4714045207910317,0.5014251715884797,0.625,3.8333333333333335,0.15000000000000002,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.3333333333333333,0.2,0.20440854301189673,0.21411499511162166,1.0,2.0,-1.5292226299515181,
3.0,0.6000000000000001,3.0,1.0,2.0,0.816496580927726,0.409231324041257,0.7142857142857143,4.0,0.45,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,0.0,0.2,0.21836294016930394,0.1737313735557089,0.0,2.0,0.19308756925155962,
2.0,0.4,3.0,3.0,3.0,0.0,0.3589988279020701,0.625,3.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.14478460049662692,0.1527264629140577,0.0,2.0,0.5247827761151577,
1.0,0.2,3.0,3.0,3.0,0.0,0.16203137921024655,0.45454545454545453,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0868690801391421,0.06841208355652514,0.0,1.0,1.43258136504159,


degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random 
15.0,0.625,16.0,2.0,8.333333333333334,3.6086316273931622,0.33366378737974944,0.7272727272727273,19.5,0.14463901223811712,1.0,3.0,4.0,1.0,0.0,0.0,53.0,5.0,19.0,0.3619047619047619,0.2159468438538206,0.07671934781397545,0.07401244685564508,38.0,5.0,0.3368051166365808,
6.0,0.25,16.0,5.0,10.833333333333334,3.8042374035044424,0.16359800346744804,0.5454545454545454,14.666666666666668,0.013124904365313573,2.0,0.0,0.0,0.0,1.0,1.0,12.0,4.0,4.0,0.4,0.3412322274881517,0.03317038896441078,0.03617710987038711,6.0,5.0,-0.6932393423309788,
12.0,0.5,16.0,5.0,9.333333333333334,3.793268892247014,0.28828698596759733,0.6666666666666666,18.0,0.07518992268033188,3.0,1.0,3.0,4.0,1.0,1.0,38.0,5.0,10.0,0.3939393939393939,0.24613555291319858,0.06105576084293986,0.06377656683084033,26.0,5.0,0.1982503141633272,
9.0,0.375,16.0,5.0,9.444444444444445,4.139541335599368,0.22168522151331535,0.6153846153846154,16.5,0.03413108275640245,3.0,1.0,2.0,2.0,1.0,1.0,26.0,5.0,8.0,0.4722222222222222,0.25877192982456143,0.047547025161962776,0.04919263053552268,17.0,5.0,1.3475934779787206,
4.0,0.16666666666666666,16.0,6.0,11.0,4.527692569068709,0.11077097394793306,0.5,13.333333333333334,0.0024499654934437543,2.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,2.0,0.6666666666666666,0.3176470588235294,0.02390232071000767,0.024532635036181978,4.0,4.0,0.03153179190535108,
2.0,0.08333333333333333,15.0,9.0,12.0,3.0,0.06054333720214078,0.4528301886792453,11.833333333333336,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.3333333333333333,0.014881587453440724,0.013454399414902458,1.0,2.0,0.34812317968511697,
16.0,0.6666666666666666,15.0,4.0,8.375,3.2185982973959333,0.36307581427612423,0.7272727272727273,19.833333333333332,0.1127323434948115,0.0,4.0,6.0,3.0,2.0,2.0,62.0,5.0,23.0,0.38333333333333336,0.22660818713450293,0.07935984848368595,0.08064537443974204,46.0,5.0,0.35832793870087726,
9.0,0.375,16.0,2.0,9.222222222222221,4.46661138716484,0.22362964917869854,0.5853658536585366,16.166666666666668,0.03316445028401549,2.0,0.0,1.0,5.0,3.0,3.0,26.0,5.0,7.0,0.4722222222222222,0.2827586206896552,0.04801054514793426,0.04979118346601593,17.0,5.0,-2.0764700248402597,
11.0,0.4583333333333333,16.0,5.0,9.454545454545455,3.916483496097821,0.2760882608247725,0.631578947368421,17.333333333333332,0.03964783795346455,4.0,2.0,2.0,2.0,4.0,4.0,36.0,5.0,10.0,0.45454545454545453,0.2753623188405797,0.05588766395265629,0.0613553331115033,25.0,5.0,-0.11567281357632742,
14.0,0.5833333333333333,16.0,1.0,8.428571428571429,3.976974544878587,0.31456746093972343,0.7058823529411765,19.0,0.15674628547071004,2.0,0.0,5.0,0.0,3.0,3.0,46.0,5.0,14.0,0.3516483516483517,0.22549952426260705,0.07421347988748525,0.0697512932072941,32.0,5.0,1.0951279863843686,
8.0,0.3333333333333333,16.0,5.0,10.75,3.799671038392666,0.21634316234842058,0.5853658536585366,15.833333333333334,0.021901045814089293,3.0,1.0,0.0,4.0,1.0,1.0,22.0,5.0,5.0,0.5,0.2982456140350877,0.041945719641721606,0.04791508738100201,14.0,5.0,0.77924588483003,
8.0,0.3333333333333333,15.0,1.0,8.5,4.55521678957215,0.17614467882407825,0.6,16.0,0.10039551773886812,0.0,2.0,1.0,3.0,2.0,2.0,17.0,4.0,6.0,0.32142857142857145,0.22188449848024316,0.04738205541893779,0.03896806224604447,9.0,5.0,0.5535776441310689,
10.0,0.41666666666666663,16.0,5.0,8.4,3.8522720568516444,0.2226472015161891,0.6,16.666666666666668,0.04587691542614816,1.0,3.0,2.0,5.0,0.0,0.0,27.0,5.0,9.0,0.37777777777777777,0.22957198443579765,0.052013535291340826,0.049293707222075434,17.0,5.0,-0.6515747339905096,
