degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random 
8.0,0.2962962962962963,16.0,5.0,10.25,4.115519408288582,0.21639798339896543,0.4909090909090909,16.333333333333336,0.016169324502657834,4.0,4.0,5.0,3.0,5.0,5.0,23.0,5.0,5.0,0.5357142857142857,0.30133333333333334,0.03754348797147229,0.0483295679718291,15.0,5.0,-0.039558416092891915,
8.0,0.2962962962962963,15.0,4.0,9.125,3.585997071945263,0.1923156723443981,0.54,16.833333333333332,0.030928425800220684,0.0,1.0,2.0,4.0,4.0,2.0,22.0,5.0,6.0,0.5,0.24489795918367346,0.03900782154095967,0.0427713987486956,14.0,5.0,1.0446485977360347,
8.0,0.2962962962962963,15.0,5.0,8.75,2.817356917396161,0.18289550166702698,0.48214285714285715,16.166666666666664,0.02197364601210755,2.0,0.0,3.0,1.0,2.0,0.0,18.0,4.0,6.0,0.35714285714285715,0.23582089552238805,0.03784758541264645,0.04070789525592884,10.0,5.0,-1.1747556893070357,
8.0,0.2962962962962963,16.0,4.0,8.125,3.7893765978060294,0.17688687052477794,0.47368421052631576,16.0,0.018827160493827166,1.0,2.0,1.0,3.0,0.0,4.0,19.0,4.0,5.0,0.39285714285714285,0.2360655737704918,0.0383612596577658,0.039409481871106794,11.0,5.0,1.2176523312532104,
5.0,0.18518518518518517,16.0,8.0,10.0,3.0983866769659336,0.12595270992580296,0.45,14.5,0.0030864197530864204,4.0,3.0,0.0,2.0,3.0,3.0,11.0,4.0,3.0,0.6,0.2631578947368421,0.025331015054111627,0.02802126290383312,6.0,5.0,-1.2456012783721642,
6.0,0.2222222222222222,16.0,4.0,10.333333333333334,4.109609335312651,0.15741283881789672,0.5,15.500000000000002,0.020414770414770415,2.0,3.0,3.0,1.0,4.0,0.0,15.0,4.0,4.0,0.6,0.25961538461538464,0.030426179277950483,0.035018230989804854,9.0,5.0,0.10175442583478231,
6.0,0.2222222222222222,16.0,6.0,11.833333333333334,3.531603350069515,0.18532637941129784,0.47368421052631576,15.333333333333334,0.002445394112060779,4.0,4.0,0.0,3.0,6.0,5.0,18.0,5.0,3.0,0.8,0.36818181818181817,0.029045753586818497,0.04139330507754479,12.0,5.0,-0.9842694629416919,
6.0,0.2222222222222222,16.0,5.0,10.5,3.8622100754188224,0.16591675557627344,0.46551724137931033,15.166666666666666,0.006801689921348041,2.0,0.0,0.0,1.0,0.0,0.0,14.0,4.0,4.0,0.5333333333333333,0.3058252427184466,0.029282838949956917,0.037005819714503105,8.0,5.0,0.12796784458012184,
5.0,0.18518518518518517,16.0,8.0,12.2,3.4871191548325386,0.15554501053405098,0.46551724137931033,14.833333333333334,0.0027421652421652423,3.0,0.0,0.0,0.0,1.0,1.0,12.0,5.0,2.0,0.7,0.36363636363636365,0.025113031640330824,0.034726432141004814,7.0,5.0,-1.187553418144601,
6.0,0.2222222222222222,16.0,6.0,10.666666666666666,3.9015666369065416,0.16749163192683525,0.46551724137931033,15.166666666666666,0.005854639187972521,2.0,3.0,1.0,1.0,5.0,0.0,16.0,5.0,4.0,0.6666666666666666,0.30434782608695654,0.02910360196800232,0.03739481424521859,10.0,5.0,-0.7855180301461423,
6.0,0.2222222222222222,11.0,5.0,8.0,2.0816659994661326,0.13030128011277645,0.4153846153846154,14.549999999999997,0.011590510628972166,0.0,1.0,0.0,2.0,0.0,4.0,10.0,3.0,5.0,0.26666666666666666,0.2625,0.029669212380821205,0.029071786533769618,4.0,5.0,-1.138967077877612,
4.0,0.14814814814814814,15.0,6.0,9.5,3.3541019662496847,0.1000482793996753,0.46551724137931033,14.16666666666667,0.000949667616334283,4.0,4.0,1.0,0.0,0.0,1.0,9.0,4.0,2.0,0.8333333333333334,0.2777777777777778,0.022328361499124132,0.022208616859831568,5.0,4.0,1.7598092198021291,
5.0,0.18518518518518517,14.0,6.0,8.8,2.9257477676655586,0.11810118257913657,0.43548387096774194,14.16666666666667,0.008673425340092009,3.0,5.0,2.0,0.0,2.0,2.0,8.0,3.0,4.0,0.3,0.3157894736842105,0.025770759770818073,0.026352675411090903,3.0,5.0,-0.3739748850740697,
5.0,0.18518518518518517,9.0,1.0,2.6,3.2000000000000006,0.02572990597012873,0.421875,13.583333333333334,0.2792022792022792,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.06696131676729271,0.005513958664102123,0.0,1.0,-0.4804865124925418,
1.0,0.037037037037037035,5.0,5.0,5.0,0.0,0.0031248206216952213,0.3,9.116666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.01674264405648161,0.0006031656655431993,0.0,1.0,0.34237054773036757,
1.0,0.037037037037037035,5.0,5.0,5.0,0.0,0.0031248206216952213,0.3,9.116666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.01674264405648161,0.0006031656655431993,0.0,1.0,-0.05119664638390254,
1.0,0.037037037037037035,5.0,5.0,5.0,0.0,0.0031248206216952213,0.3,9.116666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.01674264405648161,0.0006031656655431993,0.0,1.0,-0.44125453057893715,
1.0,0.037037037037037035,5.0,5.0,5.0,0.0,0.0031248206216952213,0.3,9.116666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.01674264405648161,0.0006031656655431993,0.0,1.0,-0.2785284994333055,


13.0,0.5,16.0,4.0,8.76923076923077,3.5551446179357975,0.31315417599426354,0.5652173913043478,18.583333333333332,0.08960936072474536,2.0,3.0,2.0,4.0,0.0,0.0,46.0,5.0,14.0,0.4230769230769231,0.2607260726072607,0.05841918564106702,0.07024745945276323,33.0,5.0,0.16413283111399096,
9.0,0.34615384615384615,16.0,5.0,9.11111111111111,3.3481153718487473,0.22300018398771074,0.4727272727272727,16.183333333333334,0.020371641179333485,1.0,0.0,4.0,3.0,1.0,1.0,24.0,5.0,6.0,0.4166666666666667,0.29439252336448596,0.041559713182233574,0.05004446489728447,15.0,5.0,-0.7296589163451589,
11.0,0.42307692307692313,16.0,2.0,8.454545454545455,4.163993632945013,0.23951142599681668,0.5909090909090909,17.999999999999996,0.3517365326980712,3.0,4.0,1.0,5.0,1.0,1.0,29.0,4.0,11.0,0.32727272727272727,0.20615384615384616,0.056514207321604615,0.05346960773673643,18.0,5.0,-0.07954386259145713,
4.0,0.15384615384615385,16.0,8.0,12.0,2.9154759474226504,0.12291334040735272,0.4262295081967213,13.516666666666666,0.0008076923076923078,4.0,4.0,0.0,0.0,1.0,1.0,9.0,4.0,2.0,0.8333333333333334,0.3707865168539326,0.02116576969291064,0.027575036633683752,5.0,4.0,-0.40419636023768296,
9.0,0.34615384615384615,16.0,5.0,10.0,3.681787005729087,0.23660450260131222,0.4727272727272727,16.183333333333334,0.0167761597376982,4.0,4.0,0.0,5.0,1.0,1.0,27.0,5.0,7.0,0.5,0.28842105263157897,0.041424976957301005,0.053041443820011774,18.0,5.0,-0.42404772827063375,
16.0,0.6153846153846154,15.0,4.0,8.1875,2.9414866564375233,0.36367828647136846,0.6046511627906976,20.083333333333332,0.11729495291033756,0.0,2.0,3.0,2.0,2.0,2.0,61.0,5.0,21.0,0.375,0.22747747747747749,0.0711853876022739,0.08147410629121837,45.0,5.0,-0.92209255317527,
11.0,0.42307692307692313,16.0,4.0,9.181818181818182,3.6882659591092355,0.27261264350685266,0.49056603773584906,17.18333333333333,0.031438006438006434,3.0,1.0,5.0,6.0,4.0,3.0,36.0,5.0,10.0,0.45454545454545453,0.26865671641791045,0.04994001994385623,0.06114793773268331,25.0,5.0,0.6441960739132065,
15.0,0.576923076923077,16.0,5.0,8.4,3.0506829836393465,0.34673401025723005,0.5909090909090909,19.583333333333332,0.0992555137170522,1.0,0.0,4.0,3.0,3.0,4.0,55.0,5.0,19.0,0.38095238095238093,0.23347280334728032,0.06680809242639846,0.07765430400683829,40.0,5.0,0.25113521439814557,
7.0,0.2692307692307693,16.0,5.0,10.714285714285714,3.730732816343027,0.19849542062446612,0.4482758620689655,15.016666666666666,0.006918850380388842,3.0,1.0,1.0,1.0,5.0,3.0,21.0,5.0,5.0,0.6666666666666666,0.32867132867132864,0.03316058241213861,0.0445330520692841,14.0,5.0,0.5178652889087925,
8.0,0.3076923076923077,16.0,5.0,10.25,3.897114317029974,0.21651710251619705,0.4642857142857143,15.683333333333332,0.012944055944055944,4.0,4.0,1.0,1.0,5.0,5.0,23.0,5.0,5.0,0.5357142857142857,0.3048128342245989,0.037433823447244295,0.048581009675388906,15.0,5.0,0.10555604765522861,
8.0,0.3076923076923077,15.0,5.0,9.0,3.2015621187164243,0.19169947711965152,0.4642857142857143,15.683333333333332,0.016785769785769785,0.0,2.0,3.0,0.0,4.0,2.0,22.0,5.0,7.0,0.5,0.24260355029585798,0.037807591084998475,0.042927650670738865,14.0,5.0,1.2375174704478877,
8.0,0.3076923076923077,15.0,6.0,9.0,2.7386127875258306,0.1845430170996425,0.5098039215686274,16.083333333333336,0.03190193140193141,2.0,1.0,5.0,2.0,2.0,0.0,18.0,4.0,6.0,0.35714285714285715,0.2334293948126801,0.0383104186476208,0.0412173876430492,10.0,5.0,0.5827178078205324,
8.0,0.3076923076923077,16.0,4.0,8.25,3.8649062084350767,0.1774507870334899,0.5,15.916666666666668,0.03182905982905983,1.0,0.0,2.0,1.0,0.0,4.0,19.0,4.0,5.0,0.39285714285714285,0.23076923076923078,0.039056598121709606,0.03964057769186488,11.0,5.0,-1.25816851625321,
6.0,0.23076923076923078,16.0,5.0,9.333333333333334,3.4480268109295333,0.13913451165710683,0.48148148148148145,14.916666666666668,0.01735042735042735,4.0,3.0,0.0,3.0,3.0,3.0,13.0,4.0,4.0,0.4666666666666667,0.22916666666666666,0.030353345343650976,0.031021175298432936,7.0,5.0,-1.464806568107166,
5.0,0.19230769230769232,16.0,7.0,11.4,3.6110940170535577,0.14490484783421312,0.4727272727272727,14.416666666666668,0.006806526806526806,2.0,3.0,0.0,0.0,4.0,0.0,12.0,4.0,3.0,0.7,0.3108108108108108,0.025666349037832454,0.03240856373710476,7.0,5.0,0.8578361185636815,
6.0,0.23076923076923078,16.0,7.0,11.833333333333334,3.1841621957571333,0.18535314329183228,0.4482758620689655,14.683333333333332,0.0020256410256410257,4.0,4.0,0.0,0.0,6.0,5.0,18.0,5.0,3.0,0.8,0.3744292237442922,0.028873565999859144,0.041607644048958954,12.0,5.0,-0.6461331253724527,
7.0,0.2692307692307693,16.0,5.0,9.857142857142858,4.085814184592883,0.17860899813690193,0.5,15.583333333333334,0.029839485301023764,2.0,1.0,2.0,0.0,4.0,0.0,16.0,4.0,5.0,0.42857142857142855,0.2642857142857143,0.034153319992262135,0.03997828029469798,9.0,5.0,-0.793825942937587,
5.0,0.19230769230769232,16.0,8.0,12.0,3.40587727318528,0.1546263621404906,0.4406779661016949,14.183333333333332,0.002346153846153846,3.0,1.0,0.0,0.0,1.0,1.0,12.0,5.0,2.0,0.7,0.37333333333333335,0.025069903332236763,0.03468281929286854,7.0,5.0,0.4938804294605431,
7.0,0.2692307692307693,16.0,5.0,10.0,4.140393356054125,0.18071822694418888,0.5,15.583333333333334,0.023117327117327117,2.0,3.0,2.0,1.0,5.0,0.0,18.0,5.0,5.0,0.5238095238095238,0.2579505300353357,0.034149099420783625,0.04044117887049719,11.0,5.0,1.3426376381768048,
5.0,0.19230769230769232,15.0,6.0,8.6,3.2619012860600183,0.11343631431252892,0.43333333333333335,14.016666666666664,0.006219780219780219,3.0,4.0,1.0,2.0,0.0,1.0,9.0,3.0,4.0,0.4,0.23076923076923078,0.02595237763796687,0.025337726580273535,4.0,5.0,-0.07265591325956701,
6.0,0.23076923076923078,11.0,5.0,8.333333333333334,2.1343747458109497,0.1326182792416672,0.48148148148148145,14.916666666666666,0.023253169907016053,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,5.0,0.26666666666666666,0.24705882352941178,0.03033773882439471,0.02963657179604443,4.0,5.0,-0.004966099780635027,
5.0,0.19230769230769232,13.0,6.0,8.8,2.4,0.11827013632372783,0.41935483870967744,13.683333333333332,0.005987345987345986,3.0,2.0,1.0,1.0,2.0,2.0,8.0,3.0,4.0,0.3,0.3157894736842105,0.025657791760585108,0.026530845987525708,3.0,5.0,-0.15329252292793413,
4.0,0.15384615384615385,2.0,1.0,1.25,0.4330127018922193,0.0038123585514813637,0.325,10.583333333333332,0.22153846153846155,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.06509159006717727,0.0006695897341397105,0.0,1.0,1.3077190111912955,
1.0,0.038461538461538464,4.0,4.0,4.0,0.0,0.0007127452944073856,0.24761904761904763,7.533333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.019385419879440778,7.312168038201277e-05,0.0,1.0,0.6870398826127637,
2.0,0.07692307692307693,11.0,4.0,7.5,3.5,0.02705738604554083,0.4262295081967213,12.166666666666668,0.27076923076923076,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.02375229246357123,0.005912200996764426,0.0,1.0,-1.1409214669725396,
1.0,0.038461538461538464,4.0,4.0,4.0,0.0,0.0007127452944073856,0.24761904761904763,7.533333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.019385419879440778,7.312168038201277e-05,0.0,1.0,-0.8019492565114711,
1.0,0.038461538461538464,4.0,4.0,4.0,0.0,0.0007127452944073856,0.24761904761904763,7.533333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.019385419879440778,7.312168038201277e-05,0.0,1.0,0.05853799666173,


14.0,0.6363636363636364,16.0,1.0,8.142857142857142,3.9253233325811676,0.3160034697383162,0.7333333333333333,18.0,0.1614273112649736,2.0,3.0,2.0,2.0,0.0,0.0,47.0,5.0,15.0,0.3626373626373626,0.23771313941825475,0.07740812906517854,0.0709842266080735,33.0,5.0,1.90831899969723,
9.0,0.4090909090909091,16.0,5.0,9.222222222222221,3.4889596595794625,0.22314280099942507,0.6285714285714286,15.5,0.029527200793434554,1.0,2.0,4.0,0.0,1.0,1.0,24.0,5.0,6.0,0.4166666666666667,0.2889908256880734,0.04879706421420174,0.05008655337741247,15.0,5.0,0.3854930848159234,
1.0,0.045454545454545456,14.0,14.0,14.0,0.0,0.03450250536815879,0.43137254901960786,10.166666666666668,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.011221697392414322,0.0077478169449141845,0.0,1.0,-0.5058997342850868,
10.0,0.4545454545454546,16.0,5.0,9.2,3.9191835884530843,0.236771605615332,0.6470588235294118,16.0,0.047248368514602276,3.0,4.0,1.0,4.0,1.0,1.0,28.0,4.0,10.0,0.4,0.23591549295774647,0.053834295191914114,0.052752046166746294,18.0,5.0,0.15793208258386132,
4.0,0.18181818181818182,16.0,8.0,12.25,3.031088913245535,0.12322623341470225,0.5365853658536586,12.833333333333334,0.002002164502164502,4.0,4.0,0.0,0.0,1.0,1.0,9.0,4.0,2.0,0.8333333333333334,0.358695652173913,0.024890549517627182,0.027613592347599393,5.0,4.0,-0.4743189119343996,
9.0,0.4090909090909091,16.0,5.0,10.11111111111111,3.784308081316978,0.2369606029058453,0.6285714285714286,15.5,0.02519012372908477,4.0,4.0,0.0,5.0,1.0,1.0,27.0,5.0,7.0,0.5,0.2836438923395445,0.04850812796250979,0.05305345791152415,18.0,5.0,-0.9364187869296935,
16.0,0.7272727272727273,15.0,4.0,8.1875,3.0045538354304786,0.36287479778562637,0.7857142857142857,19.0,0.1270744286978053,0.0,1.0,3.0,1.0,2.0,2.0,61.0,5.0,21.0,0.375,0.22747747747747749,0.08258689486200993,0.08136994272953381,45.0,5.0,0.4058697730875138,
11.0,0.5,16.0,4.0,9.272727272727273,3.7921188390207656,0.27268109081286795,0.6666666666666666,16.5,0.047044814252606454,3.0,0.0,5.0,4.0,4.0,3.0,36.0,5.0,10.0,0.45454545454545453,0.2647058823529412,0.05840419591334499,0.061145320321649856,25.0,5.0,1.3912152490851035,
15.0,0.6818181818181819,16.0,5.0,8.4,3.1155523854794462,0.34605403892993847,0.7586206896551724,18.5,0.1060232696596333,1.0,2.0,4.0,3.0,3.0,4.0,55.0,5.0,19.0,0.38095238095238093,0.23347280334728032,0.07748332671689873,0.07755348918828589,40.0,5.0,0.9412910555650484,
7.0,0.3181818181818182,16.0,5.0,10.857142857142858,3.8332593899996397,0.1987621505232033,0.5789473684210527,14.333333333333334,0.01081656438799296,3.0,0.0,1.0,6.0,5.0,3.0,21.0,5.0,5.0,0.6666666666666666,0.3219178082191781,0.038881975886036146,0.044562212375353,14.0,5.0,1.5382585681977636,
8.0,0.36363636363636365,16.0,5.0,10.375,3.998046397929869,0.21671689312197126,0.6111111111111112,15.0,0.02001508592417683,4.0,4.0,1.0,5.0,5.0,5.0,23.0,5.0,5.0,0.5357142857142857,0.2992125984251969,0.04383636392048443,0.04859559648551181,15.0,5.0,-0.4466694323066094,
8.0,0.36363636363636365,15.0,5.0,9.125,3.370367190678191,0.1922312441510199,0.6111111111111112,15.0,0.028089647245491397,0.0,1.0,3.0,4.0,4.0,2.0,22.0,5.0,7.0,0.5,0.23768115942028986,0.04423373461093155,0.04294560266743853,14.0,5.0,0.14116623999592146,
8.0,0.36363636363636365,15.0,6.0,8.875,2.666341125962693,0.1845243546378645,0.5945945945945946,14.833333333333332,0.027928402766065098,2.0,0.0,5.0,6.0,2.0,0.0,18.0,4.0,6.0,0.35714285714285715,0.23823529411764705,0.04400266208446166,0.0410703300521022,10.0,5.0,0.06430204934129925,
8.0,0.36363636363636365,16.0,4.0,8.125,3.7893765978060294,0.17679646542576322,0.5789473684210527,14.666666666666666,0.02854737854737855,1.0,2.0,2.0,2.0,0.0,4.0,19.0,4.0,5.0,0.39285714285714285,0.2360655737704918,0.04487840560828249,0.039491709100494946,11.0,5.0,0.6955283363334713,
6.0,0.2727272727272727,16.0,5.0,9.166666666666666,3.3870669054835956,0.13906000641993158,0.55,13.666666666666666,0.013588263588263587,4.0,3.0,0.0,0.0,3.0,3.0,13.0,4.0,4.0,0.4666666666666667,0.23529411764705882,0.034741255548379466,0.030878271138497317,7.0,5.0,-1.2218616957478912,
5.0,0.2272727272727273,16.0,7.0,11.2,3.655133376499413,0.14439392995219713,0.5365853658536586,13.166666666666666,0.004165026892299618,2.0,3.0,0.0,0.0,4.0,0.0,12.0,4.0,3.0,0.7,0.3194444444444444,0.029365437776556206,0.032278399899659846,7.0,5.0,-0.45846994845789396,
6.0,0.2727272727272727,16.0,7.0,12.0,3.265986323710904,0.18549034078937712,0.5789473684210527,14.0,0.003715728715728716,4.0,4.0,0.0,5.0,6.0,5.0,18.0,5.0,3.0,0.8,0.36607142857142855,0.03388609931726907,0.04163380190628275,12.0,5.0,0.5485973409026252,
7.0,0.3181818181818182,16.0,5.0,9.714285714285714,4.060762972443398,0.1781824455561944,0.5789473684210527,14.333333333333332,0.020697688554831412,2.0,0.0,2.0,0.0,4.0,0.0,16.0,4.0,5.0,0.42857142857142855,0.27007299270072993,0.03934832667041398,0.039858201360288295,9.0,5.0,0.08102375755407583,
5.0,0.2272727272727273,16.0,8.0,12.2,3.4871191548325386,0.15489377942516086,0.5641025641025641,13.5,0.004166666666666667,3.0,0.0,0.0,0.0,1.0,1.0,12.0,5.0,2.0,0.7,0.36363636363636365,0.029425834844286222,0.03470865133104565,7.0,5.0,-0.35890801282501156,
7.0,0.3181818181818182,16.0,5.0,9.857142857142858,4.120630029101703,0.18019841665500344,0.5789473684210527,14.333333333333332,0.018094363548909007,2.0,3.0,2.0,0.0,5.0,0.0,18.0,5.0,5.0,0.5238095238095238,0.26353790613718414,0.03923628878578066,0.04030252430313034,11.0,5.0,-0.8514977614965594,
5.0,0.2272727272727273,15.0,6.0,8.6,3.2619012860600183,0.11350337280273785,0.5365853658536586,13.166666666666666,0.00875077303648732,3.0,4.0,1.0,1.0,0.0,1.0,9.0,3.0,4.0,0.4,0.23076923076923078,0.030076688886605116,0.025272019044448868,4.0,5.0,0.7675088185796176,
6.0,0.2727272727272727,11.0,5.0,8.166666666666666,1.9507833184532706,0.13210910606882958,0.55,13.666666666666666,0.017563983635412204,0.0,1.0,0.0,1.0,0.0,4.0,10.0,3.0,5.0,0.26666666666666666,0.2545454545454545,0.034828409385434016,0.029518490375376242,4.0,5.0,-1.1063711402981693,
5.0,0.2272727272727273,14.0,6.0,9.0,2.756809750418044,0.11875329753921972,0.5238095238095238,13.000000000000002,0.010227506980753734,3.0,5.0,1.0,3.0,2.0,2.0,8.0,3.0,4.0,0.3,0.3050847457627119,0.030124235838979697,0.02657774436463068,3.0,5.0,-1.5804805896422707,


13.0,0.46428571428571425,16.0,4.0,8.846153846153847,3.738493193914728,0.31372124630335735,0.5957446808510638,19.83333333333333,0.10260060339425423,2.0,3.0,3.0,5.0,0.0,0.0,46.0,5.0,14.0,0.4230769230769231,0.2532467532467532,0.05812903158258992,0.06973816023953042,33.0,5.0,1.0046535764310969,
9.0,0.3214285714285714,16.0,4.0,9.222222222222221,3.520662115056635,0.22256666941626244,0.5490196078431373,17.83333333333333,0.04567222900556233,1.0,0.0,0.0,1.0,1.0,1.0,24.0,5.0,6.0,0.4166666666666667,0.2743764172335601,0.04200755494865795,0.0494467341576122,15.0,5.0,-0.5298926272824469,
9.0,0.3214285714285714,16.0,6.0,9.444444444444445,4.058218303944372,0.22207455928591532,0.4827586206896552,17.0,0.016985483652150316,3.0,4.0,1.0,2.0,1.0,1.0,25.0,4.0,8.0,0.4444444444444444,0.2576419213973799,0.040939156647273184,0.049287564270127426,16.0,5.0,-0.17945341050257296,
4.0,0.14285714285714285,16.0,8.0,11.75,3.031088913245535,0.12074347712948896,0.4307692307692308,14.16666666666667,0.0007326007326007326,4.0,4.0,0.0,1.0,1.0,1.0,9.0,4.0,2.0,0.8333333333333334,0.38372093023255816,0.020438895619088602,0.026944238425481222,5.0,4.0,-1.0636018688845703,
9.0,0.3214285714285714,16.0,4.0,10.333333333333334,3.8873012632302,0.23954550712026643,0.5490196078431373,17.83333333333333,0.03658933658933657,4.0,4.0,0.0,2.0,1.0,1.0,27.0,5.0,7.0,0.5,0.2745490981963928,0.041853830988201036,0.05312994368563659,18.0,5.0,-0.19189475907135609,
16.0,0.5714285714285714,16.0,4.0,8.125,2.9553976043842223,0.36259588026163614,0.56,20.666666666666664,0.08618605086859056,0.0,2.0,5.0,4.0,2.0,2.0,61.0,5.0,21.0,0.375,0.22727272727272727,0.06946774173932144,0.08063793148026398,45.0,5.0,-0.4136815281252385,
10.0,0.3571428571428571,16.0,4.0,9.4,4.004996878900157,0.25622741761482043,0.49122807017543857,17.5,0.019213003339987465,3.0,1.0,2.0,3.0,4.0,3.0,33.0,5.0,8.0,0.5111111111111111,0.2909090909090909,0.044631396173496436,0.05708913434623849,23.0,5.0,0.4132706909655732,
16.0,0.5714285714285714,16.0,5.0,8.25,2.968585521759479,0.3613458790022733,0.6363636363636364,21.33333333333333,0.1356040564373898,1.0,0.0,4.0,1.0,3.0,4.0,60.0,5.0,21.0,0.36666666666666664,0.21381337252020574,0.07055947594845811,0.08014765336494994,44.0,5.0,-2.0506219341560885,
9.0,0.3214285714285714,16.0,1.0,9.555555555555555,4.763544691161337,0.2215658378431513,0.5490196078431373,17.83333333333333,0.09034706475182666,3.0,1.0,1.0,6.0,5.0,3.0,26.0,5.0,8.0,0.4722222222222222,0.2330508474576271,0.04582214750746211,0.04906155079730498,17.0,5.0,-0.5609737610736836,
7.0,0.25,16.0,5.0,10.857142857142858,3.979539507766891,0.20185443924658658,0.4666666666666667,16.0,0.00460758377425044,4.0,4.0,1.0,0.0,5.0,5.0,21.0,5.0,4.0,0.6666666666666666,0.3402777777777778,0.032329226381865556,0.04497930685730401,14.0,5.0,0.2635879037561116,
