degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random 
7.0,0.28,16.0,6.0,11.285714285714286,4.333071682315172,0.19571027192172752,0.5681818181818182,15.833333333333334,0.013377917833800186,3.0,4.0,0.0,3.0,1.0,1.0,19.0,5.0,4.0,0.5714285714285714,0.27102803738317754,0.03558556385405532,0.04198244920319514,12.0,5.0,0.8615767307852854,
16.0,0.64,16.0,4.0,8.0625,3.3441880554179364,0.3518962204516753,0.7142857142857143,20.333333333333332,0.11377516755690131,1.0,0.0,4.0,1.0,2.0,2.0,56.0,5.0,21.0,0.3333333333333333,0.199851411589896,0.07582098689010652,0.07537589500884063,40.0,5.0,-1.275396043587401,
16.0,0.64,16.0,4.0,7.9375,3.5261301379841328,0.34467649315923465,0.7352941176470589,20.5,0.13967137300264237,2.0,2.0,6.0,2.0,3.0,3.0,51.0,5.0,16.0,0.2916666666666667,0.2028657616892911,0.07637584845826112,0.0737968989927711,35.0,5.0,0.025239978865671992,
9.0,0.36,16.0,6.0,9.88888888888889,3.6038388311615233,0.22425561659356844,0.6097560975609756,17.0,0.03224143692564746,2.0,2.0,1.0,4.0,3.0,3.0,25.0,4.0,9.0,0.4444444444444444,0.22088353413654618,0.044625830369426994,0.048020350254973566,16.0,5.0,-0.14956685829557062,
8.0,0.32,16.0,5.0,10.375,4.442338910979215,0.20168578317284055,0.5681818181818182,16.166666666666668,0.02609391124871001,4.0,4.0,1.0,3.0,4.0,4.0,18.0,4.0,7.0,0.35714285714285715,0.25,0.04013481073440783,0.043212819148679006,10.0,5.0,-0.2590176564240846,
10.0,0.4,16.0,1.0,8.4,4.340506882842141,0.21866073722351947,0.6097560975609756,17.333333333333332,0.1081513157894737,0.0,1.0,5.0,3.0,4.0,0.0,25.0,5.0,8.0,0.3333333333333333,0.19548872180451127,0.05338152024234794,0.04681924658324752,15.0,5.0,1.731515895204774,
6.0,0.24,16.0,5.0,11.333333333333334,4.749268949591669,0.17302174683916247,0.5319148936170213,15.000000000000002,0.005065934065934066,4.0,5.0,1.0,0.0,4.0,4.0,16.0,5.0,3.0,0.6666666666666666,0.3063063063063063,0.031072053182857252,0.037153589487420834,10.0,5.0,1.5882659406028505,
11.0,0.44,16.0,1.0,7.818181818181818,4.344655689217644,0.22185313364534695,0.625,17.833333333333332,0.1284929088369491,1.0,3.0,2.0,6.0,2.0,2.0,24.0,4.0,8.0,0.23636363636363636,0.17532467532467533,0.05839001233430674,0.047423268295050995,13.0,5.0,-1.6000680504757137,
7.0,0.28,16.0,5.0,10.142857142857142,4.257046978786097,0.178295340159066,0.5813953488372093,16.0,0.017306579041873157,4.0,4.0,1.0,4.0,0.0,4.0,18.0,5.0,4.0,0.5238095238095238,0.24398625429553264,0.03640657902954474,0.03817550607448532,11.0,5.0,-0.6248518208675616,
7.0,0.28,16.0,4.0,7.714285714285714,3.65334624358412,0.15102490764799337,0.5434782608695652,15.500000000000002,0.01659851551956815,1.0,2.0,2.0,2.0,2.0,2.0,13.0,3.0,6.0,0.2857142857142857,0.2616822429906542,0.03644687830460503,0.03234143470062221,6.0,5.0,-1.7934721011615928,
7.0,0.28,16.0,5.0,9.0,3.5456210417116734,0.15521595115562334,0.5681818181818182,15.833333333333334,0.02446916971916972,2.0,2.0,3.0,4.0,0.0,3.0,15.0,3.0,8.0,0.38095238095238093,0.19402985074626866,0.03681451299591772,0.033153895309852736,8.0,5.0,-0.4640445652625227,
7.0,0.28,16.0,5.0,10.714285714285714,4.831867007225076,0.187847972528996,0.5681818181818182,15.833333333333334,0.01797619047619048,4.0,3.0,2.0,4.0,5.0,4.0,18.0,5.0,4.0,0.5238095238095238,0.24919093851132687,0.036039330339641434,0.040267328267782586,11.0,5.0,0.47832180194519497,
5.0,0.2,16.0,7.0,10.0,3.286335345030997,0.12142361646739411,0.5208333333333334,14.500000000000002,0.0072016806722689074,0.0,1.0,1.0,1.0,0.0,0.0,9.0,3.0,4.0,0.4,0.23741007194244604,0.027374884534207104,0.02597873508855446,4.0,5.0,0.3507292416826075,
6.0,0.24,16.0,6.0,10.333333333333334,4.109609335312651,0.15630873300771045,0.5208333333333334,14.833333333333336,0.009487394957983192,4.0,0.0,4.0,0.0,4.0,4.0,13.0,4.0,5.0,0.4666666666666667,0.27884615384615385,0.031213676039027128,0.033542222481174735,7.0,5.0,-1.4940981469485628,
5.0,0.2,16.0,6.0,10.4,4.586937976471886,0.1329960534965188,0.5208333333333334,14.500000000000002,0.005328216374269007,3.0,3.0,0.0,2.0,1.0,1.0,10.0,4.0,3.0,0.5,0.2624113475177305,0.027105813199326135,0.0285086193872304,5.0,5.0,0.21033231574074726,
5.0,0.2,16.0,7.0,11.0,4.09878030638384,0.13800770659719544,0.5319148936170213,14.666666666666668,0.004698412698412699,1.0,4.0,1.0,1.0,2.0,2.0,10.0,4.0,3.0,0.5,0.28378378378378377,0.026838976283249966,0.029596126148744073,5.0,5.0,1.131698884608956,
6.0,0.24,16.0,5.0,10.0,4.43471156521669,0.15248399652540554,0.5319148936170213,15.000000000000002,0.008467590544989925,0.0,1.0,2.0,3.0,0.0,0.0,13.0,4.0,5.0,0.4666666666666667,0.23671497584541062,0.0314709179530859,0.032671844477280935,7.0,5.0,0.7858717150888627,
5.0,0.2,16.0,6.0,11.2,4.261455150532504,0.13736308808894182,0.5319148936170213,14.666666666666668,0.003968253968253969,3.0,5.0,0.0,0.0,1.0,1.0,12.0,4.0,3.0,0.7,0.25,0.02724570319141684,0.029416333787610636,7.0,5.0,0.5920823574166934,
5.0,0.2,11.0,7.0,8.6,1.624807680927192,0.10877067603395858,0.5102040816326531,14.333333333333334,0.008944444444444446,3.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,4.0,0.4,0.22033898305084745,0.02792938702382163,0.023194496138124025,4.0,5.0,-0.44294794034429474,
1.0,0.04,10.0,10.0,10.0,0.0,0.024106685800723057,0.38461538461538464,10.416666666666668,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.010306610476297778,0.0051496896876566615,0.0,1.0,0.2886954204114458,
1.0,0.04,11.0,11.0,11.0,0.0,0.024528245841041307,0.390625,10.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.010281058075721182,0.005216126561536389,0.0,1.0,-1.1387056534009483,


16.0,0.5925925925925926,16.0,5.0,8.25,3.307189138830738,0.35147884543816726,0.675,21.166666666666664,0.11015517831525609,0.0,1.0,4.0,2.0,0.0,0.0,57.0,5.0,23.0,0.3416666666666667,0.1910919540229885,0.07186960118693031,0.07486299513297501,41.0,5.0,-0.7623418423339255,
8.0,0.2962962962962963,16.0,5.0,10.625,4.328322423295196,0.21291227656148243,0.54,16.833333333333332,0.0173392916228512,3.0,3.0,0.0,3.0,1.0,1.0,22.0,5.0,7.0,0.5,0.25245098039215685,0.03770178171529574,0.045366994610784944,14.0,5.0,0.7889744800332481,
5.0,0.18518518518518517,16.0,2.0,11.4,5.851495535331117,0.13352446033025575,0.5192307692307693,15.500000000000002,0.0586509532587964,3.0,3.0,0.0,1.0,1.0,1.0,9.0,4.0,3.0,0.4,0.26582278481012656,0.028545112666647356,0.02848114761284889,4.0,4.0,-0.8666434019630176,
8.0,0.2962962962962963,16.0,5.0,9.375,4.0600954422279285,0.1990576511438165,0.5294117647058824,16.666666666666664,0.014503673714200029,3.0,3.0,0.0,5.0,1.0,1.0,20.0,4.0,6.0,0.42857142857142855,0.26420454545454547,0.03772963834078705,0.04243674939333753,12.0,5.0,0.0755958944748329,
8.0,0.2962962962962963,16.0,5.0,8.5,3.427827300200522,0.17292278956049217,0.5625,17.166666666666664,0.031578123480957496,3.0,0.0,0.0,0.0,1.0,1.0,17.0,4.0,7.0,0.32142857142857145,0.19287833827893175,0.039018888373992575,0.03669219122963977,9.0,5.0,-0.740062721972141,
7.0,0.25925925925925924,16.0,6.0,11.285714285714286,4.333071682315172,0.19567728505950627,0.54,16.5,0.011648591060355769,3.0,4.0,0.0,1.0,1.0,1.0,19.0,5.0,4.0,0.5714285714285714,0.27102803738317754,0.03365215127239912,0.04171123194556761,12.0,5.0,-1.6233494234827766,
16.0,0.5925925925925926,16.0,5.0,8.1875,3.1862742741327215,0.3518302897486154,0.6923076923076923,21.333333333333332,0.13999950372896316,1.0,0.0,3.0,0.0,2.0,2.0,56.0,5.0,21.0,0.3333333333333333,0.19549418604651161,0.07269516038824875,0.07490730456234995,40.0,5.0,0.3154781473317019,
16.0,0.5925925925925926,16.0,5.0,8.0,3.391164991562634,0.3446185712394199,0.6923076923076923,21.333333333333332,0.13705369167979312,2.0,2.0,5.0,4.0,3.0,3.0,51.0,5.0,16.0,0.2916666666666667,0.20059656972408652,0.07285925861788844,0.07332336727085242,35.0,5.0,-0.862628363259803,
9.0,0.3333333333333333,16.0,6.0,9.777777777777779,3.614101326064576,0.22378470401534573,0.5625,17.499999999999996,0.02316742711479554,2.0,2.0,2.0,4.0,3.0,3.0,25.0,4.0,9.0,0.4444444444444444,0.22448979591836735,0.04192808384157935,0.04763991655383066,16.0,5.0,0.2818131574474313,
8.0,0.2962962962962963,16.0,5.0,10.5,4.358898943540674,0.2017737265372797,0.5510204081632653,16.999999999999996,0.028318176873388435,4.0,4.0,1.0,1.0,4.0,4.0,18.0,4.0,7.0,0.35714285714285715,0.24574209245742093,0.03833872980754121,0.042962845316176626,10.0,5.0,-1.1076446585166253,
9.0,0.3333333333333333,16.0,5.0,9.333333333333334,3.711842908553348,0.21576852338512437,0.5625,17.499999999999996,0.029971385015244663,0.0,1.0,1.0,1.0,4.0,0.0,24.0,5.0,7.0,0.4166666666666667,0.22317596566523606,0.04243057170508235,0.045945744106535104,15.0,5.0,-0.42284756896840897,
6.0,0.2222222222222222,16.0,5.0,11.333333333333334,4.749268949591669,0.17287606575043263,0.5094339622641509,15.66666666666667,0.0043298581760120225,4.0,5.0,1.0,3.0,4.0,4.0,16.0,5.0,3.0,0.6666666666666666,0.3063063063063063,0.029420339689141144,0.0369032905461261,10.0,5.0,0.4106789753001457,
11.0,0.4074074074074074,16.0,2.0,8.090909090909092,4.144098661833266,0.22246221704365943,0.627906976744186,19.0,0.1405239448513641,1.0,3.0,3.0,3.0,2.0,2.0,24.0,4.0,8.0,0.23636363636363636,0.16718266253869968,0.055030387806470904,0.047225088885335206,13.0,5.0,0.8014584361203396,
7.0,0.25925925925925924,16.0,5.0,10.142857142857142,4.120630029101703,0.17819242274721142,0.5510204081632653,16.666666666666668,0.015193561535944639,4.0,4.0,2.0,2.0,0.0,4.0,18.0,5.0,4.0,0.5238095238095238,0.24398625429553264,0.03466806547004553,0.03790598162681953,11.0,5.0,-0.4587779570972165,
7.0,0.25925925925925924,16.0,5.0,7.857142857142857,3.522522287410843,0.15114949407272926,0.5192307692307693,16.25,0.018230350146679432,1.0,2.0,2.0,0.0,2.0,2.0,13.0,3.0,6.0,0.2857142857142857,0.2545454545454545,0.034772561371629214,0.032165340438204335,6.0,5.0,0.7981192085696892,
8.0,0.2962962962962963,16.0,1.0,7.875,4.19635258289863,0.1569757500401583,0.5510204081632653,17.0,0.09085344854575624,2.0,2.0,2.0,2.0,0.0,3.0,16.0,3.0,9.0,0.2857142857142857,0.1640378548895899,0.0430380916501513,0.03329371463924316,8.0,5.0,-0.27484638577612414,
7.0,0.25925925925925924,16.0,5.0,10.571428571428571,4.865538961693257,0.18736450980890668,0.5294117647058824,16.333333333333332,0.012990096323429658,4.0,3.0,2.0,3.0,5.0,4.0,18.0,5.0,4.0,0.5238095238095238,0.25412541254125415,0.03378470246610826,0.03993408165274711,11.0,5.0,-1.8386679622623021,
5.0,0.18518518518518517,16.0,7.0,10.0,3.286335345030997,0.12148596909490557,0.5,15.16666666666667,0.006253042527552332,0.0,1.0,1.0,1.0,0.0,0.0,9.0,3.0,4.0,0.4,0.23741007194244604,0.025853662655174102,0.02581628285873271,4.0,5.0,-0.8340237662439947,
6.0,0.2222222222222222,16.0,6.0,10.333333333333334,4.109609335312651,0.15610424940904702,0.4909090909090909,15.41666666666667,0.008444061385237855,4.0,0.0,1.0,3.0,4.0,4.0,13.0,4.0,5.0,0.4666666666666667,0.27884615384615385,0.029524929263943987,0.03330974231024986,7.0,5.0,-0.5375622470008098,
5.0,0.18518518518518517,16.0,6.0,10.6,4.454211490264017,0.13313035514975324,0.5094339622641509,15.333333333333336,0.007410531314040087,3.0,3.0,0.0,1.0,1.0,1.0,10.0,4.0,3.0,0.5,0.25517241379310346,0.025987204226495916,0.028356455828716844,5.0,5.0,-0.22446384810037476,
5.0,0.18518518518518517,16.0,7.0,11.0,4.09878030638384,0.13780476762571353,0.5094339622641509,15.333333333333336,0.004015737349070683,1.0,4.0,1.0,1.0,2.0,2.0,10.0,4.0,3.0,0.5,0.28378378378378377,0.025302296794766577,0.029387477371358738,5.0,5.0,-1.6859939085045172,
6.0,0.2222222222222222,16.0,6.0,10.166666666666666,4.258977446393546,0.15260199512458134,0.5192307692307693,15.833333333333336,0.011503410781016563,0.0,1.0,4.0,1.0,0.0,0.0,13.0,4.0,5.0,0.4666666666666667,0.23113207547169812,0.03027310135525688,0.03249004859509292,7.0,5.0,0.4501297099638306,
6.0,0.2222222222222222,16.0,1.0,9.5,5.439056290693573,0.13917194693745683,0.5294117647058824,16.0,0.07741486908153576,3.0,5.0,1.0,5.0,1.0,1.0,13.0,4.0,4.0,0.4666666666666667,0.18719211822660098,0.03455475052313412,0.029591610142806674,7.0,5.0,-0.1324275851656948,
5.0,0.18518518518518517,11.0,7.0,8.6,1.3564659966250536,0.1086572360285478,0.4909090909090909,15.000000000000002,0.006885090218423553,3.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,4.0,0.4,0.22033898305084745,0.02636536081624743,0.0230219635664278,4.0,5.0,1.5273545318247053,
1.0,0.037037037037037035,8.0,8.0,8.0,0.0,0.017397509102183396,0.36,10.583333333333336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00992984972199713,0.003661068431429376,0.0,1.0,-0.12488126578334464,
1.0,0.037037037037037035,6.0,6.0,6.0,0.0,0.015386353799618993,0.35064935064935066,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.010252487726342973,0.003253974838881407,0.0,1.0,-0.1974705308185722,
2.0,0.07407407407407407,11.0,2.0,6.5,4.5,0.0266610123139952,0.4090909090909091,12.166666666666668,0.015289648622981959,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.01702490606538618,0.005605165764343854,0.0,2.0,-0.8320594246020748,
2.0,0.07407407407407407,5.0,2.0,3.5,1.5,0.017787551342680737,0.36486486486486486,11.0,0.003917378917378918,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.017448324481316026,0.003748224768586112,0.0,2.0,0.7735527495773401,


1.0,0.2,2.0,2.0,2.0,0.0,0.23266681772715586,0.3333333333333333,2.283333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.10974357117381378,0.21596785086443845,0.0,1.0,-1.4998327369347233,
2.0,0.4,2.0,1.0,1.5,0.5,0.41823827476461206,0.45454545454545453,3.0833333333333335,0.4,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.19939773459751794,-0.032264752301093734,0.0,1.0,1.7733667052848485,
2.0,0.4,2.0,2.0,2.0,0.0,0.5205217550214777,0.5555555555555556,3.3333333333333335,0.6000000000000001,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.19085869422866814,0.4852753559510889,0.0,1.0,-1.1087442002676842,
2.0,0.4,2.0,2.0,2.0,0.0,0.5205217550214778,0.5555555555555556,3.333333333333333,0.6000000000000001,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.19085869422866814,-0.04023348803846011,0.0,1.0,0.2683379645368491,
