Barabasi_100_5_star_50_7_4.pickle,350,732,0.0053,0.0035,0.0122,0.0045,0.0097,0.0,0.0084,0.0079,0.0124,0.0069,0.0174,0.0031,0.0048,0.0056,0.0026,0.0068,0.0095,0.0,0.0151,0.0,0.0,0.0117,0.0093,0.0,0.0,0.8433,
Barabasi_100_5_cycle_50_8_5.pickle,400,833,0.0027,0.0147,0.0016,0.0456,0.0183,0.0298,0.04,0.0351,0.0234,0.0498,0.0293,0.0333,0.038,0.1244,0.0167,0.0297,0.0276,0.0,0.0086,0.0,0.0,0.078,0.0653,0.0,0.0021,0.286,
Barabasi_200_5_house_50_13_2.pickle,450,1338,0.0286,0.0247,0.0081,0.0297,0.0448,0.0434,0.0313,0.0243,0.0333,0.0375,0.0861,0.0323,0.0802,0.0583,0.0436,0.0837,0.0183,0.0117,0.0156,0.0393,0.0524,0.0336,0.0296,0.0195,0.0034,0.0866,
Barabasi_200_5_grid_50_16_3.pickle,650,1641,0.0335,0.029,0.0293,0.0288,0.062,0.0403,0.0448,0.0542,0.0577,0.0396,0.0281,0.0281,0.0235,0.0262,0.0293,0.0473,0.032,0.0082,0.046,0.0405,0.0447,0.0653,0.0477,0.0263,0.0091,0.0785,
Barabasi_200_5_cycle_50_13_5.pickle,500,1338,0.0199,0.0164,0.0087,0.0306,0.0481,0.0651,0.0518,0.0318,0.0416,0.0426,0.035,0.0558,0.0382,0.0274,0.0375,0.0395,0.0466,0.0115,0.0238,0.0416,0.0533,0.0493,0.0482,0.0474,0.0083,0.0798,
Barabasi_300_8_grid_100_36_3.pickle,1200,3672,0.0142,0.0185,0.0105,0.0478,0.0455,0.0603,0.0505,0.0345,0.0355,0.0455,0.0367,0.0317,0.0174,0.0526,0.0265,0.029,0.0403,0.0183,0.0251,0.0511,0.0531,0.0412,0.0519,0.0353,0.0071,0.1199,
Barabasi_300_8_star_100_28_4.pickle,800,2864,0.0148,0.021,0.0199,0.0395,0.0621,0.0509,0.0397,0.025,0.029,0.0404,0.0369,0.0571,0.0223,0.0489,0.0601,0.0361,0.0302,0.0244,0.0315,0.0562,0.0561,0.0394,0.038,0.0281,0.0037,0.0886,
Barabasi_300_8_cycle_100_30_5.pickle,900,3066,0.0172,0.0239,0.0065,0.0343,0.0285,0.078,0.0279,0.0216,0.0325,0.0482,0.0154,0.0155,0.0197,0.1412,0.0247,0.0437,0.0222,0.0059,0.02,0.0238,0.0229,0.0496,0.0443,0.0186,0.0072,0.2066,
Erdos_400_5000_path_200_60_1.pickle,1400,6059,0.0191,0.0227,0.0257,0.0404,0.063,0.0298,0.0653,0.0684,0.0811,0.0555,0.0138,0.0295,0.022,0.0188,0.0149,0.0245,0.0236,0.0046,0.0146,0.0024,0.0251,0.0735,0.0749,0.0014,0.0166,0.1685,
Erdos_400_5000_house_200_64_2.pickle,1400,6464,0.0141,0.0205,0.0159,0.0237,0.0248,0.0377,0.0383,0.0275,0.0343,0.041,0.0253,0.029,0.0779,0.0523,0.0563,0.0665,0.0615,0.0072,0.0101,0.0099,0.033,0.0548,0.0554,0.0239,0.0055,0.1537,
Erdos_400_5000_grid_200_76_3.pickle,2200,7676,0.0461,0.0541,0.0292,0.0183,0.0345,0.0401,0.0545,0.0649,0.0704,0.0717,0.0225,0.0264,0.0206,0.0252,0.0145,0.0145,0.0547,0.0035,0.0294,0.0081,0.0412,0.0656,0.0798,0.0035,0.0057,0.1006,
Erdos_400_5000_star_200_60_4.pickle,1400,6059,0.0301,0.0199,0.0254,0.0345,0.0498,0.0501,0.0646,0.0542,0.0572,0.0409,0.0296,0.021,0.0153,0.0183,0.0235,0.022,0.0221,0.0006,0.0184,0.0091,0.0158,0.0516,0.0443,0.0022,0.0056,0.2739,
Erdos_400_5000_cycle_200_64_5.pickle,1600,6463,0.0213,0.016,0.0336,0.0285,0.0474,0.0228,0.0469,0.0504,0.0489,0.0487,0.0073,0.0132,0.0131,0.0568,0.0272,0.0157,0.0173,0.0025,0.0165,0.0007,0.021,0.0871,0.0424,0.0005,0.0106,0.3037,
Erdos_500_10000_path_300_115_1.pickle,2000,11615,0.0222,0.0161,0.0331,0.0316,0.0419,0.0606,0.0525,0.0562,0.0605,0.0628,0.0194,0.0267,0.0174,0.0471,0.0275,0.038,0.0349,0.0098,0.0214,0.0259,0.0301,0.0552,0.0467,0.0108,0.0079,0.1437,
rdos_500_10000_cycle_300_121_5.pickle,2300,12221,0.0189,0.0158,0.02,0.0265,0.0761,0.0426,0.0649,0.0588,0.0651,0.0596,0.0478,0.0169,0.0224,0.0213,0.031,0.0349,0.028,0.0087,0.0145,0.0194,0.0401,0.0739,0.0552,0.0183,0.0177,0.1015,
Barabasi_600_10_path_250_71_1.pickle,1850,7221,0.03,0.0251,0.011,0.0401,0.0557,0.0658,0.0491,0.0378,0.0442,0.0562,0.0467,0.0428,0.0161,0.0297,0.0351,0.0297,0.029,0.0113,0.0327,0.0565,0.0442,0.0482,0.0421,0.0286,0.0106,0.082,
Barabasi_600_10_house_250_76_2.pickle,1850,7725,0.0319,0.0275,0.017,0.0376,0.0477,0.0539,0.0413,0.0452,0.0424,0.0545,0.0302,0.0314,0.0302,0.0388,0.029,0.0423,0.0421,0.0145,0.0351,0.0434,0.046,0.0583,0.0438,0.0353,0.0125,0.0684,
Barabasi_600_10_grid_250_91_3.pickle,2850,9241,0.0355,0.0377,0.0163,0.0314,0.035,0.0686,0.0484,0.0177,0.0472,0.0271,0.0359,0.0271,0.0121,0.1469,0.0262,0.0269,0.0272,0.0,0.0179,0.0,0.0395,0.0372,0.0468,0.0,0.0025,0.1887,
Barabasi_600_10_star_250_71_4.pickle,1850,7221,0.0259,0.0215,0.0111,0.0499,0.0492,0.0509,0.0393,0.0362,0.0479,0.04,0.0206,0.0174,0.0327,0.031,0.0129,0.0126,0.0471,0.0077,0.0173,0.023,0.0433,0.0453,0.0235,0.0134,0.0087,0.2718,
Barabasi_600_10_cycle_250_76_5.pickle,2100,7726,0.0346,0.0298,0.0117,0.0234,0.0411,0.0297,0.0616,0.0541,0.0601,0.0598,0.0278,0.0338,0.0165,0.0149,0.018,0.0225,0.0581,0.0093,0.0188,0.0201,0.0295,0.047,0.0365,0.0169,0.022,0.202,
Barabasi_800_12_path_350_112_1.pickle,2550,11318,0.0258,0.0155,0.0174,0.0299,0.0629,0.0821,0.0623,0.0495,0.0491,0.0454,0.0291,0.0193,0.0374,0.032,0.0287,0.0232,0.0223,0.0037,0.0375,0.0227,0.0235,0.0496,0.0839,0.0153,0.0032,0.1288,
Barabasi_800_12_house_350_119_2.pickle,2550,12024,0.0423,0.0097,0.0114,0.0121,0.0493,0.0249,0.0498,0.0609,0.0448,0.0379,0.0277,0.0482,0.0976,0.0653,0.0537,0.0626,0.0307,0.0178,0.0185,0.0321,0.0342,0.0363,0.0437,0.0185,0.0036,0.0661,
Barabasi_800_12_grid_350_140_3.pickle,3950,14146,0.0241,0.0201,0.0103,0.0254,0.0535,0.0796,0.0488,0.0349,0.0479,0.0729,0.0393,0.0316,0.0321,0.0421,0.0298,0.0235,0.0315,0.0087,0.0386,0.0349,0.0801,0.0511,0.0396,0.0196,0.0051,0.0748,
Barabasi_800_12_star_350_112_4.pickle,2550,11318,0.0252,0.0165,0.0101,0.0539,0.0511,0.0462,0.0405,0.0378,0.035,0.0559,0.0235,0.0249,0.0116,0.0612,0.0221,0.0281,0.041,0.0126,0.0335,0.0143,0.0216,0.045,0.0369,0.0163,0.0066,0.2286,
Barabasi_800_12_cycle_350_119_5.pickle,2900,12025,0.0207,0.0183,0.0098,0.0445,0.0587,0.0519,0.0508,0.0427,0.0386,0.0412,0.0268,0.0328,0.0379,0.0415,0.0221,0.0226,0.0255,0.0119,0.0261,0.0504,0.0499,0.0552,0.0506,0.0329,0.0088,0.1279,
Erdos_700_15000_path_300_165_1.pickle,2200,16664,0.0135,0.0199,0.0238,0.0544,0.0565,0.0539,0.0534,0.035,0.0413,0.0416,0.0392,0.0192,0.017,0.0441,0.0391,0.0304,0.0214,0.0081,0.0132,0.0271,0.0372,0.0737,0.0486,0.0081,0.0118,0.1688,
Erdos_700_15000_house_300_171_2.pickle,2200,17269,0.0446,0.0347,0.0195,0.0226,0.0681,0.0281,0.0409,0.0486,0.0447,0.0345,0.0257,0.0275,0.0413,0.0405,0.0384,0.0258,0.0645,0.0185,0.0207,0.0244,0.0281,0.1067,0.0415,0.0138,0.0192,0.0772,
Erdos_700_15000_grid_300_189_3.pickle,3400,19089,0.0136,0.0151,0.0171,0.0216,0.0452,0.0549,0.0617,0.0561,0.0741,0.0594,0.0257,0.0168,0.0153,0.03,0.0347,0.0177,0.0152,0.0042,0.0185,0.0014,0.0311,0.0545,0.0727,0.0012,0.0082,0.2338,
Erdos_700_15000_star_300_165_4.pickle,2200,16664,0.023,0.0212,0.0253,0.0316,0.0543,0.0473,0.0514,0.0484,0.0588,0.0552,0.0213,0.0289,0.0189,0.017,0.023,0.0245,0.0325,0.0137,0.0185,0.0161,0.0349,0.0774,0.0551,0.0071,0.0105,0.1843,
Erdos_700_15000_cycle_300_171_5.pickle,2500,17270,0.0228,0.02,0.039,0.0459,0.0761,0.0414,0.0603,0.06,0.0789,0.061,0.0234,0.0202,0.0343,0.0293,0.0216,0.0307,0.0249,0.0026,0.0212,0.001,0.0245,0.07,0.062,0.0013,0.0068,0.1207,
Barabasi_250_5_path_100_17_1.pickle,750,1742,0.0339,0.0333,0.0144,0.0223,0.0553,0.0552,0.0511,0.0491,0.0424,0.0425,0.0206,0.0301,0.027,0.0228,0.0178,0.0367,0.0621,0.0143,0.0279,0.0374,0.0497,0.0517,0.0633,0.0441,0.0128,0.0822,
Barabasi_250_5_house_100_19_2.pickle,750,1943,0.0217,0.0288,0.0153,0.0258,0.0755,0.0518,0.0427,0.0348,0.0371,0.0332,0.0348,0.0265,0.0186,0.0257,0.0239,0.0308,0.0396,0.0103,0.0173,0.0538,0.0587,0.0468,0.0597,0.0445,0.007,0.1356,
Barabasi_250_5_grid_100_25_3.pickle,1150,2550,0.0223,0.0256,0.0213,0.0309,0.0597,0.0536,0.0472,0.0317,0.0431,0.0397,0.0456,0.0377,0.0374,0.0597,0.0295,0.0515,0.036,0.01,0.0192,0.0561,0.0493,0.0384,0.0348,0.0231,0.0117,0.0849,
Barabasi_250_5_star_100_17_4.pickle,750,1742,0.0327,0.0342,0.0249,0.0493,0.063,0.0455,0.055,0.0466,0.0404,0.0447,0.0235,0.0183,0.0179,0.0121,0.0375,0.0133,0.0284,0.0082,0.035,0.0137,0.0437,0.0568,0.0363,0.0183,0.0022,0.1984,
Barabasi_250_5_cycle_100_19_5.pickle,850,1944,0.0158,0.0178,0.0072,0.0586,0.0506,0.0568,0.0292,0.0275,0.0258,0.0446,0.0279,0.0284,0.026,0.0276,0.0282,0.0303,0.0136,0.0078,0.0301,0.0218,0.0414,0.0432,0.0364,0.0138,0.005,0.2847,
Barabasi_500_7_path_200_44_1.pickle,1500,4495,0.0505,0.0324,0.0059,0.0457,0.0529,0.0392,0.0596,0.0487,0.0589,0.0781,0.033,0.0126,0.0152,0.011,0.0394,0.0517,0.0555,0.0057,0.0331,0.0176,0.0277,0.0597,0.0587,0.0087,0.0038,0.0947,
Barabasi_500_7_house_200_48_2.pickle,1500,4898,0.0151,0.0206,0.0122,0.0356,0.0611,0.0709,0.0653,0.037,0.0291,0.0427,0.0412,0.0422,0.0258,0.0349,0.0213,0.0208,0.0323,0.0251,0.0234,0.0491,0.0736,0.0401,0.0426,0.0333,0.0185,0.086,
Barabasi_500_7_grid_200_60_3.pickle,2300,6111,0.0186,0.0286,0.007,0.0284,0.0225,0.0364,0.0496,0.0449,0.0612,0.0359,0.0725,0.0894,0.0255,0.0503,0.0493,0.0421,0.0268,0.0,0.019,0.0,0.0532,0.0621,0.0803,0.0,0.0074,0.089,
Barabasi_500_7_star_200_44_4.pickle,1500,4495,0.0231,0.0214,0.023,0.033,0.0656,0.083,0.0418,0.0283,0.0317,0.0415,0.0344,0.0305,0.0229,0.0525,0.029,0.0346,0.0285,0.024,0.0269,0.0518,0.0615,0.0443,0.0427,0.0273,0.0042,0.0927,
Barabasi_500_7_cycle_200_48_5.pickle,1700,4899,0.0195,0.017,0.0138,0.0338,0.0686,0.0837,0.034,0.0261,0.0265,0.0591,0.0421,0.053,0.0329,0.0386,0.0458,0.0483,0.0337,0.0159,0.0338,0.0533,0.0558,0.0423,0.0321,0.0275,0.0081,0.0546,
Erdos_800_20000_path_350_217_1.pickle,2550,21966,0.0204,0.0169,0.0321,0.0516,0.032,0.0846,0.0398,0.0449,0.0426,0.0333,0.0403,0.0488,0.04,0.0409,0.0299,0.0517,0.0161,0.0026,0.0136,0.0031,0.0139,0.0674,0.0543,0.0032,0.0041,0.172,
Erdos_800_20000_house_350_224_2.pickle,2550,22674,0.0156,0.0121,0.0294,0.0412,0.0634,0.0411,0.0767,0.0308,0.0362,0.0424,0.0456,0.0295,0.0227,0.0371,0.0301,0.0306,0.0213,0.0098,0.0153,0.019,0.0725,0.0703,0.0596,0.012,0.0145,0.1214,
Erdos_800_20000_grid_350_245_3.pickle,3950,24794,0.0238,0.0226,0.0203,0.0259,0.0335,0.0247,0.0436,0.0176,0.0449,0.0308,0.0026,0.0053,0.0147,0.0709,0.0089,0.0085,0.0246,0.0,0.0204,0.0,0.0624,0.0531,0.0547,0.0,0.0145,0.3718,
Erdos_800_20000_star_350_217_4.pickle,2550,21965,0.0113,0.0224,0.0144,0.0361,0.0586,0.0131,0.0356,0.0245,0.016,0.0078,0.0119,0.0192,0.0136,0.0232,0.0083,0.0039,0.0088,0.0,0.014,0.0,0.0,0.0535,0.031,0.0,0.0,0.5727,
Erdos_800_20000_cycle_350_224_5.pickle,2900,22673,0.017,0.0092,0.0492,0.0202,0.0507,0.0302,0.0513,0.0366,0.0462,0.0302,0.0462,0.0289,0.0179,0.0247,0.0232,0.0251,0.0125,0.0,0.029,0.0,0.0,0.0968,0.0461,0.0,0.0142,0.2946,
Barabasi_100_4_path_50_6_1.pickle,350,640,0.0172,0.0211,0.0219,0.0316,0.0742,0.0471,0.0691,0.0555,0.0515,0.0548,0.0216,0.0155,0.0155,0.0218,0.0172,0.0165,0.0319,0.0128,0.0179,0.0383,0.0337,0.0614,0.0658,0.0179,0.0037,0.1645,
Barabasi_100_4_house_50_7_2.pickle,350,741,0.0257,0.0201,0.0352,0.0399,0.0544,0.0563,0.0542,0.0657,0.05,0.0417,0.0267,0.0202,0.0321,0.0246,0.0275,0.0272,0.0236,0.0066,0.0324,0.0289,0.0479,0.0755,0.0768,0.0187,0.0149,0.0733,
Barabasi_100_4_grid_50_10_3.pickle,550,1044,0.041,0.0453,0.0093,0.0169,0.0391,0.0403,0.0392,0.0516,0.0423,0.0541,0.0148,0.023,0.0174,0.0198,0.0176,0.0258,0.0294,0.0045,0.0358,0.0148,0.0416,0.0644,0.018,0.0146,0.0013,0.278,
Barabasi_100_4_star_50_6_4.pickle,350,640,0.0159,0.0193,0.0201,0.0437,0.0499,0.0645,0.0572,0.051,0.046,0.0471,0.0348,0.0315,0.0261,0.0226,0.0258,0.036,0.0293,0.0083,0.023,0.0281,0.0574,0.0655,0.0585,0.0282,0.0073,0.1031,
Barabasi_100_4_cycle_50_7_5.pickle,400,741,0.016,0.0233,0.0191,0.0201,0.048,0.0296,0.0499,0.0391,0.0315,0.0354,0.0288,0.027,0.039,0.031,0.0353,0.0465,0.0267,0.011,0.0191,0.0329,0.0276,0.0419,0.0594,0.0162,0.0193,0.2261,
Barabasi_150_4_path_50_8_1.pickle,400,842,0.0416,0.0299,0.0126,0.0456,0.0349,0.0107,0.064,0.0375,0.0412,0.0438,0.0421,0.0347,0.0409,0.0983,0.0561,0.0476,0.0329,0.0,0.0418,0.0,0.0,0.0503,0.0912,0.0,0.0,0.1021,
Barabasi_150_4_house_50_9_2.pickle,400,943,0.0218,0.0348,0.0112,0.0319,0.0677,0.0512,0.072,0.0606,0.0549,0.032,0.0303,0.0285,0.0118,0.0389,0.0346,0.0393,0.0486,0.0132,0.0187,0.0488,0.0381,0.0536,0.06,0.0294,0.0121,0.0559,
Barabasi_150_4_grid_50_12_3.pickle,600,1246,0.0244,0.0217,0.0115,0.0367,0.0415,0.0709,0.0489,0.0343,0.0603,0.0577,0.0275,0.025,0.0392,0.0177,0.0176,0.0221,0.0326,0.0209,0.0254,0.0508,0.0583,0.0602,0.0515,0.025,0.0092,0.1092,
Barabasi_150_4_star_50_8_4.pickle,400,841,0.0125,0.0226,0.0185,0.0424,0.0523,0.0626,0.0492,0.0492,0.0656,0.0601,0.0179,0.0322,0.0264,0.0204,0.0097,0.0149,0.0267,0.0191,0.0195,0.0333,0.0488,0.0396,0.0298,0.0199,0.0099,0.197,
Barabasi_150_4_cycle_50_9_5.pickle,450,943,0.0429,0.0252,0.0049,0.0291,0.0664,0.0445,0.0428,0.0546,0.0518,0.0637,0.0243,0.0116,0.0235,0.0221,0.0212,0.0271,0.0328,0.0046,0.0476,0.0175,0.0384,0.066,0.0607,0.007,0.022,0.1476,
Barabasi_200_6_path_80_15_1.pickle,600,1578,0.0311,0.0278,0.016,0.0459,0.0423,0.0483,0.0384,0.0458,0.0532,0.0412,0.0382,0.0224,0.057,0.0589,0.0384,0.0197,0.0432,0.0044,0.0447,0.0213,0.0431,0.051,0.0433,0.0204,0.0018,0.1023,
Barabasi_200_6_house_80_17_2.pickle,600,1741,0.0237,0.0386,0.0127,0.0205,0.0477,0.0927,0.0465,0.0252,0.0552,0.0597,0.0198,0.0422,0.0305,0.038,0.0554,0.0305,0.0236,0.0159,0.0161,0.0288,0.0649,0.044,0.0508,0.0084,0.0106,0.0979,
Barabasi_200_6_grid_80_22_3.pickle,920,2224,0.0364,0.0425,0.0097,0.0242,0.0318,0.026,0.0729,0.0535,0.0524,0.0596,0.0116,0.0179,0.0184,0.0279,0.0131,0.0305,0.0688,0.0039,0.0439,0.0089,0.0424,0.0572,0.0545,0.009,0.0081,0.1748,
Barabasi_200_6_star_80_15_4.pickle,600,1578,0.021,0.0206,0.0185,0.0374,0.0448,0.0637,0.044,0.0436,0.0464,0.0441,0.0205,0.0315,0.0323,0.0342,0.0322,0.0346,0.03,0.0165,0.028,0.0456,0.0514,0.0414,0.0482,0.0248,0.0136,0.1313,
Barabasi_200_6_cycle_80_17_5.pickle,680,1741,0.0175,0.0146,0.0117,0.025,0.0705,0.0725,0.0459,0.036,0.04,0.0419,0.0274,0.0285,0.0275,0.0459,0.0409,0.0369,0.041,0.0157,0.0247,0.0643,0.063,0.0446,0.0436,0.0361,0.0031,0.0813,
Erdos_300_4000_path_150_47_1.pickle,1050,4797,0.0182,0.0169,0.0185,0.0287,0.0594,0.061,0.0865,0.0599,0.0399,0.0389,0.0306,0.0432,0.0252,0.0311,0.0212,0.0402,0.0295,0.0052,0.0156,0.018,0.0519,0.0571,0.0635,0.0209,0.0091,0.1098,
Erdos_300_4000_house_150_50_2.pickle,1050,5099,0.0243,0.0087,0.0232,0.0337,0.0513,0.0549,0.0684,0.0485,0.0427,0.0341,0.0443,0.0449,0.0292,0.0206,0.0285,0.0354,0.0222,0.0124,0.0211,0.0685,0.0588,0.0611,0.0723,0.0133,0.0059,0.0719,
Erdos_300_4000_grid_150_59_3.pickle,1650,6008,0.0191,0.0167,0.0171,0.0266,0.0623,0.0591,0.0507,0.0593,0.0566,0.044,0.0582,0.052,0.0113,0.0293,0.0661,0.0466,0.0169,0.0039,0.0202,0.0138,0.0475,0.0502,0.0827,0.0051,0.0068,0.078,
Erdos_300_4000_star_150_47_4.pickle,1050,4797,0.0179,0.0189,0.023,0.0446,0.0572,0.0559,0.0692,0.0448,0.0627,0.0627,0.0436,0.0209,0.0249,0.0285,0.0246,0.0191,0.0252,0.0107,0.0219,0.0203,0.0714,0.0605,0.0662,0.0083,0.0141,0.0829,
Erdos_300_4000_cycle_150_50_5.pickle,1200,5100,0.0174,0.0148,0.0312,0.0413,0.0494,0.0389,0.0768,0.0377,0.0504,0.0509,0.037,0.0236,0.0186,0.0803,0.0238,0.0313,0.0202,0.0057,0.018,0.0114,0.0097,0.0409,0.0539,0.0043,0.0076,0.2049,
Erdos_400_6000_path_200_70_1.pickle,1400,7070,0.0216,0.0257,0.015,0.0285,0.0381,0.0213,0.0538,0.0544,0.0504,0.0368,0.0218,0.0208,0.0256,0.0192,0.0375,0.0105,0.022,0.0069,0.0201,0.0074,0.0154,0.0529,0.0409,0.0044,0.0017,0.3472,
Erdos_400_6000_house_200_74_2.pickle,1400,7474,0.0621,0.0287,0.0,0.0437,0.0744,0.0627,0.0311,0.0551,0.0396,0.0815,0.0161,0.0186,0.0085,0.0484,0.023,0.0106,0.0266,0.0209,0.0489,0.0264,0.059,0.0628,0.0657,0.0419,0.0036,0.0398,
Erdos_400_6000_grid_200_86_3.pickle,2200,8686,0.024,0.025,0.022,0.0301,0.0518,0.0396,0.074,0.0572,0.0579,0.0491,0.0198,0.022,0.0116,0.0249,0.0207,0.0203,0.0231,0.0051,0.0478,0.006,0.0151,0.0723,0.1077,0.0031,0.0072,0.1626,
Erdos_400_6000_star_200_70_4.pickle,1400,7070,0.0257,0.0254,0.0339,0.0482,0.0641,0.0607,0.045,0.0412,0.0684,0.0587,0.0287,0.026,0.016,0.0191,0.0265,0.017,0.0189,0.0079,0.0256,0.0104,0.0264,0.078,0.0543,0.0056,0.0184,0.1498,
Erdos_400_6000_cycle_200_74_5.pickle,1600,7474,0.0151,0.0141,0.0129,0.0391,0.0584,0.0648,0.0695,0.0415,0.0469,0.043,0.0181,0.0305,0.0334,0.0407,0.0286,0.027,0.0239,0.0076,0.0156,0.0123,0.0527,0.0556,0.077,0.0099,0.0151,0.1467,
Barabasi_500_8_path_200_49_1.pickle,1500,4985,0.022,0.0224,0.0059,0.0464,0.0647,0.0506,0.0454,0.0269,0.036,0.0438,0.0426,0.0586,0.0229,0.0378,0.0369,0.0273,0.0412,0.0286,0.032,0.0379,0.0398,0.048,0.0466,0.0528,0.0192,0.0637,
Barabasi_500_8_house_200_53_2.pickle,1500,5389,0.0129,0.0342,0.0093,0.0393,0.0343,0.0301,0.0614,0.0386,0.0578,0.0362,0.0348,0.0451,0.0116,0.0163,0.0089,0.0339,0.0688,0.0557,0.0258,0.0914,0.0344,0.0597,0.0646,0.0565,0.0107,0.0278,
Barabasi_500_8_grid_200_65_3.pickle,2300,6601,0.0167,0.0288,0.0119,0.0258,0.039,0.0536,0.0476,0.0367,0.0349,0.0682,0.0362,0.0348,0.0424,0.0565,0.0392,0.0422,0.026,0.0085,0.0202,0.0222,0.044,0.0759,0.0799,0.0154,0.0123,0.081,
Barabasi_500_8_star_200_49_4.pickle,1500,4985,0.031,0.0315,0.0162,0.0352,0.0519,0.0499,0.0427,0.0296,0.0305,0.0447,0.0452,0.045,0.0484,0.0269,0.0474,0.0446,0.0421,0.0194,0.034,0.0447,0.0502,0.0411,0.0383,0.0359,0.0043,0.0694,
Barabasi_500_8_cycle_200_53_5.pickle,1700,5389,0.0171,0.0261,0.0143,0.0248,0.0409,0.0294,0.042,0.0262,0.0346,0.0967,0.0548,0.0336,0.0573,0.0402,0.0419,0.0454,0.0173,0.0038,0.0318,0.0322,0.0345,0.038,0.0483,0.0123,0.0016,0.1548,
Erdos_600_12000_path_250_132_1.pickle,1850,13382,0.0135,0.0165,0.0091,0.0297,0.0492,0.0538,0.0509,0.0395,0.0422,0.0361,0.0356,0.0234,0.0251,0.0229,0.0567,0.0211,0.0248,0.0029,0.0215,0.0095,0.0197,0.0819,0.1179,0.005,0.0053,0.1863,
Erdos_600_12000_house_250_137_2.pickle,1850,13887,0.016,0.0127,0.018,0.0324,0.0508,0.0632,0.0557,0.0418,0.0425,0.0422,0.0426,0.0284,0.0151,0.0303,0.0161,0.0299,0.0194,0.0074,0.0124,0.0183,0.0481,0.089,0.065,0.0133,0.0126,0.1767,
Erdos_600_12000_grid_250_152_3.pickle,2850,15402,0.0367,0.0235,0.0207,0.0593,0.0527,0.0462,0.0831,0.0718,0.0436,0.0543,0.0101,0.0097,0.01,0.0375,0.0078,0.0087,0.0391,0.0,0.0296,0.0,0.0694,0.0989,0.1007,0.0,0.0136,0.0728,
